ticker_yf,ticker_tv,price,last,mcap_usd_final,mcap,avg_dollar_vol,tv_score,tv_reco,analyst_bucket,analyst_votes,sector,industry,p_tech,p_tv,p_an,pillars_met,votes_bin,rank_score,bucket
MET,MET,80.33999633789062,80.33999633789062,,,220415292.87261048,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
AMP,AMP,500.9700012207031,500.9700012207031,,,214739888.34931946,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
PCAR,PCAR,101.76000213623048,101.76000213623048,,,208598083.47907907,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
K,K,79.58000183105469,79.58000183105469,,,203711022.91936874,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
ENTG,ENTG,83.52999877929688,83.52999877929688,,,203628709.4009018,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
APD,APD,294.5199890136719,294.5199890136719,,,201764832.4949875,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
GPN,GPN,86.68000030517578,86.68000030517578,,,187752160.67131385,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
SW,SW,45.63999938964844,45.63999938964844,,,184265411.4799881,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
DD,DD,77.98999786376953,77.98999786376953,,,181014460.49663353,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
EIX,EIX,56.220001220703125,56.220001220703125,,,170239194.00610122,0.2,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.16,event
MKC,MKC,69.80999755859375,69.80999755859375,,,169917747.74828035,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
ACGL,ACGL,92.29000091552734,92.29000091552734,,,169799158.3469677,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
PPG,PPG,111.83000183105467,111.83000183105467,,,166829674.52296677,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
SWKS,SWKS,74.68000030517578,74.68000030517578,,,166355055.89751855,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
SRPT,SRPT,17.90999984741211,17.90999984741211,,,157582264.89777738,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
PRU,PRU,106.98999786376952,106.98999786376952,,,156599236.39662057,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
TYL,TYL,553.989990234375,553.989990234375,,,154593646.19942626,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
DOV,DOV,178.10000610351562,178.10000610351562,,,152917551.7028839,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
ZBRA,ZBRA,316.010009765625,316.010009765625,,,151506239.35494384,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
JBHT,JBHT,141.4499969482422,141.4499969482422,,,151383861.9222458,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
MAS,MAS,75.22000122070312,75.22000122070312,,,151009411.00234526,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
AVTR,AVTR,13.010000228881836,13.010000228881836,,,147209287.59371623,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CMS,CMS,71.66999816894531,71.66999816894531,,,140252455.5794487,0.2,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.16,event
IPG,IPG,26.700000762939453,26.700000762939453,,,139271204.4915924,0.2,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.16,event
TSN,TSN,56.08000183105469,56.08000183105469,,,138634457.13461837,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
ZBH,ZBH,104.26000213623048,104.26000213623048,,,132384754.79813728,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
ILMN,ILMN,99.30999755859376,99.30999755859376,,,130678198.12911224,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CPAY,CPAY,313.6000061035156,313.6000061035156,,,126357488.64628601,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
CRL,CRL,159.74000549316406,159.74000549316406,,,124109760.89778976,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CCK,CCK,97.58999633789062,97.58999633789062,,,121069300.2923584,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
AES,AES,12.850000381469728,12.850000381469728,,,111777078.42803478,0.2,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.16,event
TECH,TECH,53.209999084472656,53.209999084472656,,,109417050.10409316,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
PVH,PVH,82.0199966430664,82.0199966430664,,,108900363.67069244,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
HOLX,HOLX,66.37999725341797,66.37999725341797,,,106313812.02070236,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CIVI,CIVI,32.849998474121094,32.849998474121094,,,104973929.54397583,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
MANH,MANH,219.25999450683597,219.25999450683597,,,104358088.46306534,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
WY,WY,25.82999992370605,25.82999992370605,,,103557477.47137508,0.2,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.16,event
ONTO,ONTO,108.25,108.25,,,103028821.16144104,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
KNX,KNX,42.95000076293945,42.95000076293945,,,99968780.50410461,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
VNOM,VNOM,38.9900016784668,38.9900016784668,,,95640659.48536396,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
TREX,TREX,62.27000045776367,62.27000045776367,,,94546412.72330265,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
LNW,LNW,88.43000030517578,88.43000030517578,,,94175127.2399086,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
VTRS,VTRS,10.170000076293944,10.170000076293944,,,87796661.54390326,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
RNR,RNR,244.5399932861328,244.5399932861328,,,86201625.05246659,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
FBIN,FBIN,60.75,60.75,,,86127014.44179916,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
CHRD,CHRD,104.87000274658205,104.87000274658205,,,85806551.5383606,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
RGEN,RGEN,119.51000213623048,119.51000213623048,,,84965031.63601875,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
AMH,AMH,34.619998931884766,34.619998931884766,,,81779899.43463326,0.2,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.16,event
LPX,LPX,97.73999786376952,97.73999786376952,,,79020293.00513038,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
AAON,AAON,82.47000122070312,82.47000122070312,,,77109859.40602723,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
DAR,DAR,31.920000076293945,31.920000076293945,,,76544906.75211534,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
MKL,MKL,1964.030029296875,1964.030029296875,,,76123408.65181884,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
PSN,PSN,76.0999984741211,76.0999984741211,,,74665060.51160164,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
WU,WU,8.489999771118164,8.489999771118164,,,74401880.62575436,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
TTEK,TTEK,36.18999862670898,36.18999862670898,,,73804561.64755782,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
DOX,DOX,85.33000183105469,85.33000183105469,,,72555828.28321609,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
EXP,EXP,237.3699951171875,237.3699951171875,,,71646857.30404663,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
NCNO,NCNO,30.459999084472656,30.459999084472656,,,71217061.61113891,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
LW,LW,57.119998931884766,57.119998931884766,,,71062176.4592619,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
PB,PB,67.7699966430664,67.7699966430664,,,70986854.84688301,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
WH,WH,88.45999908447266,88.45999908447266,,,69463760.1182518,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
FNF,FNF,60.68000030517578,60.68000030517578,,,68906108.67362785,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
BIO,BIO,285.8999938964844,285.8999938964844,,,65520261.97091217,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
MTDR,MTDR,48.59000015258789,48.59000015258789,,,63098061.940191075,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
GMED,GMED,59.619998931884766,59.619998931884766,,,62278085.10043621,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
EGP,EGP,167.6699981689453,167.6699981689453,,,62236615.86709519,0.2,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.16,event
CFR,CFR,128.00999450683594,128.00999450683594,,,58837401.36466446,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
FMC,FMC,38.20000076293945,38.20000076293945,,,58804137.681461714,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
WTM,WTM,1774.510009765625,1774.510009765625,,,56420087.30197754,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
HLNE,HLNE,153.8000030517578,153.8000030517578,,,55988681.41396789,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
KBR,KBR,49.47999954223633,49.47999954223633,,,55828819.83480644,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
RNG,RNG,31.26000022888184,31.26000022888184,,,55362385.70066424,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
ACHC,ACHC,22.309999465942383,22.309999465942383,,,54350143.26321554,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CCCS,CCCS,9.720000267028809,9.720000267028809,,,51384508.758373216,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
WFRD,WFRD,62.720001220703125,62.720001220703125,,,50711483.585171506,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
MAT,MAT,18.0,18.0,,,49975775.09975815,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
SAM,SAM,219.97999572753903,219.97999572753903,,,48714511.83733215,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
FCN,FCN,166.75,166.75,,,46608116.51734924,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
SON,SON,47.209999084472656,47.209999084472656,,,42478924.464495085,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
DLB,DLB,72.11000061035156,72.11000061035156,,,33516546.53230896,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
RLI,RLI,66.94999694824219,66.94999694824219,,,32357237.993808746,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
RYN,RYN,26.770000457763672,26.770000457763672,,,24159101.569968224,0.2,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.16,event
ASH,ASH,54.68999862670898,54.68999862670898,,,22964675.703222275,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
LBTYA,LBTYA,11.949999809265137,11.949999809265137,,,20773332.44525547,0.2,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.16,event
REYN,REYN,23.32999992370605,23.32999992370605,,,20504143.373738192,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
CNA,CNA,47.88999938964844,47.88999938964844,,,19188942.65722809,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
SNDR,SNDR,24.549999237060547,24.549999237060547,,,18058702.191387177,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
CLVT,CLVT,4.369999885559082,4.369999885559082,,,17248701.05834174,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
CERT,CERT,10.920000076293944,10.920000076293944,,,14072072.272012234,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
LBTYK,LBTYK,12.109999656677246,12.109999656677246,,,11984476.50621128,0.2,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.16,event
BFA,BFA,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
BFB,BFB,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
BRKB,BRKB,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
CWENA,CWENA,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
ESU5,ESU5,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
FAU5,FAU5,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
HEIA,HEIA,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
LENB,LENB,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
SGAFT,SGAFT,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
UHALB,UHALB,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
XTSLA,XTSLA,,,,,0.0,0.5,HOLD,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.15,event
MRVL,MRVL,66.58999633789062,66.58999633789062,,,1579471866.910195,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
SNPS,SNPS,438.1000061035156,438.1000061035156,,,1377181628.058455,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
LULU,LULU,165.77999877929688,165.77999877929688,,,1264958916.0837555,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
TXN,TXN,184.3500061035156,184.3500061035156,,,1205529365.6187255,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
KO,KO,67.62000274658203,67.62000274658203,,,1125192343.946659,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
ISRG,ISRG,455.8500061035156,455.8500061035156,,,1028792514.9746994,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
UNP,UNP,216.0399932861328,216.0399932861328,,,981676576.784668,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
ACN,ACN,244.1499938964844,244.1499938964844,,,964782020.2784379,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
TGT,TGT,91.5199966430664,91.5199966430664,,,869598509.7479126,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
CSX,CSX,32.849998474121094,32.849998474121094,,,784359624.1917057,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
NEE,NEE,71.31999969482422,71.31999969482422,,,752085894.4494915,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
CMG,CMG,38.959999084472656,38.959999084472656,,,747506592.0946407,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
DE,DE,476.4599914550781,476.4599914550781,,,746060595.3316101,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
HON,HON,215.30999755859372,215.30999755859372,,,736917203.5992005,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
SBUX,SBUX,82.36000061035156,82.36000061035156,,,733094511.5863647,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
KDP,KDP,27.59000015258789,27.59000015258789,,,661209826.8302374,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
DHR,DHR,195.16000366210935,195.16000366210935,,,653829793.0991943,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
PYPL,PYPL,67.2699966430664,67.2699966430664,,,644372812.1064209,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
AMT,AMT,196.5500030517578,196.5500030517578,,,574398123.6797806,0.0,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.1,event
AMGN,AMGN,282.7300109863281,282.7300109863281,,,559423914.2280853,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
ABNB,ABNB,123.0500030517578,123.0500030517578,,,546525457.803585,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
TDG,TDG,1293.300048828125,1293.300048828125,,,528634190.6562622,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
CME,CME,262.3800048828125,262.3800048828125,,,518703144.2453369,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
DLTR,DLTR,99.38999938964844,99.38999938964844,,,514589244.5871971,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
ICE,ICE,176.1699981689453,176.1699981689453,,,495991942.0008713,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
KR,KR,67.2300033569336,67.2300033569336,,,475381069.61491966,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
KVUE,KVUE,18.850000381469727,18.850000381469727,,,469505799.84817904,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
ROP,ROP,517.3800048828125,517.3800048828125,,,433126786.8939514,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
CTAS,CTAS,204.5,204.5,,,416614597.13356626,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
STZ,STZ,142.97999572753906,142.97999572753906,,,410392363.77869415,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
WM,WM,220.5,220.5,,,401426352.05317384,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
ASTS,ASTS,38.369998931884766,38.369998931884766,,,399667302.70227814,0.0,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.1,event
MMC,MMC,203.4600067138672,203.4600067138672,,,398642645.6295967,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
CARR,CARR,62.29999923706055,62.29999923706055,,,394118577.63672334,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
KHC,KHC,26.520000457763672,26.520000457763672,,,376228872.3937317,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
CCI,CCI,95.58000183105467,95.58000183105467,,,368693699.779586,0.0,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.1,event
ZTS,ZTS,150.61000061035156,150.61000061035156,,,366966182.09073335,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
TOST,TOST,40.790000915527344,40.790000915527344,,,343219124.8065174,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
DG,DG,105.38999938964844,105.38999938964844,,,341520641.8461212,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
AIG,AIG,78.72000122070312,78.72000122070312,,,301930991.5775207,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
LPLA,LPLA,347.7099914550781,347.7099914550781,,,288042588.2029511,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
ED,ED,97.6999969482422,97.6999969482422,,,272598486.96122134,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
PAYX,PAYX,135.4600067138672,135.4600067138672,,,267506374.20631638,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
SBAC,SBAC,199.44000244140625,199.44000244140625,,,266250050.48919678,0.0,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.1,event
WING,WING,274.70001220703125,274.70001220703125,,,263302856.1132202,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
VKTX,VKTX,25.739999771118164,25.739999771118164,,,259328978.28598508,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
FANG,FANG,138.4199981689453,138.4199981689453,,,242465582.5792923,0.0,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.1,event
EXC,EXC,43.5,43.5,,,237869325.5825119,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
SFM,SFM,137.72000122070312,137.72000122070312,,,227512596.8618408,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
BRO,BRO,94.23999786376952,94.23999786376952,,,225661538.41918945,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
PEG,PEG,82.02999877929688,82.02999877929688,,,221682554.9138077,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
BBWI,BBWI,27.8700008392334,27.8700008392334,,,202023434.45441562,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
TW,TW,119.61000061035156,119.61000061035156,,,187059966.89715272,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
TXRH,TXRH,167.16000366210938,167.16000366210938,,,185342147.42409667,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
IP,IP,46.52999877929688,46.52999877929688,,,175614306.59396744,0.0,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.1,event
CNM,CNM,49.45000076293945,49.45000076293945,,,175165708.88996506,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
BAH,BAH,103.83999633789062,103.83999633789062,,,158748879.24723357,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
AWK,AWK,139.6300048828125,139.6300048828125,,,150604526.35638732,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
EPAM,EPAM,157.85000610351562,157.85000610351562,,,138844052.79912415,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
CNH,CNH,11.220000267028809,11.220000267028809,,,130965797.55884476,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
HRL,HRL,25.420000076293945,25.420000076293945,,,128688193.73010874,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
GLOB,GLOB,58.5,58.5,,,123352527.63818283,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
AUR,AUR,5.570000171661377,5.570000171661377,,,117729362.08333704,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
BAM,BAM,56.72999954223633,56.72999954223633,,,116334536.41363487,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
BALL,BALL,51.119998931884766,51.119998931884766,,,114102854.69761066,0.0,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.1,event
DJT,DJT,16.920000076293945,16.920000076293945,,,107123605.39531279,0.0,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.1,event
PLNT,PLNT,103.43000030517578,103.43000030517578,,,106976846.29015693,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
BF-B,BF-B,27.440000534057617,27.440000534057617,,,106023104.20036545,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
TAP,TAP,49.130001068115234,49.130001068115234,,,102781462.27493858,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
SMMT,SMMT,18.600000381469727,18.600000381469727,,,101363603.81606416,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
ACI,ACI,18.71999931335449,18.71999931335449,,,101165358.8205409,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
RVTY,RVTY,85.68000030517578,85.68000030517578,,,100937249.59521218,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
AVY,AVY,168.5500030517578,168.5500030517578,,,99508338.65672608,0.0,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.1,event
BMRN,BMRN,55.90999984741211,55.90999984741211,,,99385455.78904705,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
DVA,DVA,133.24000549316406,133.24000549316406,,,96406843.65895614,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
