candidate_type,ticker_tv,ticker_yf,price,market_cap,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes,rank_score
anticipative,EHC,EHC,122.90499877929688,12379483097.045898,Health Care,Health Care Facilities,Strong Buy,4,,,,12.0,2.6
anticipative,ARE,ARE,81.37999725341797,13893273860.060791,Real Estate,Office REITs,Buy,2,BUY,Buy,2.41667,12.0,2.6
anticipative,GLW,GLW,68.80999755859375,58943951849.125,Information Technology,Electronic Components,Buy,2,,Buy,1.69231,12.0,2.6
event,DAR,DAR,31.959999084472656,5055624415.176392,Consumer Staples,Packaged Foods,Strong Sell,-4,,Strong Buy,1.58333,12.0,2.6
event,ALGM,ALGM,29.670000076293945,5696580674.648285,Information Technology,Semiconductors,Strong Sell,-4,,Strong Buy,1.33333,12.0,2.6
event,DAY,DAY,69.40499877929688,10952177657.131836,Industrials,Human Resource & Employment Services,Buy,2,,Buy,2.46667,12.0,2.6
event,ITT,ITT,168.07000732421875,13109460571.289062,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,,Strong Buy,1.53846,12.0,2.6
event,ARE,ARE,81.37999725341797,13893273860.060791,Real Estate,Office REITs,Buy,2,BUY,Buy,2.41667,12.0,2.6
event,NI,NI,41.69499969482422,19632299414.866455,Utilities,Multi-Utilities,Neutral,-1,,Strong Buy,1.5,12.0,2.6
event,GLW,GLW,68.80999755859375,58943951849.125,Information Technology,Electronic Components,Buy,2,,Buy,1.69231,12.0,2.6
event,MSTR,MSTR,335.3100891113281,95078179015.30371,Information Technology,Application Software,Sell,-2,,Strong Buy,1.58333,12.0,2.6
anticipative,WU,WU,8.710000038146973,2813042652.0002136,Information Technology,Data Processing & Outsourced Services,Strong Buy,4,,Hold,3.46667,11.0,2.55
anticipative,M,M,15.890000343322754,4314770693.225861,Consumer Discretionary,Department Stores,Strong Buy,4,,Hold,2.84615,11.0,2.55
anticipative,GTES,GTES,25.06999969482422,6457630801.391602,Industrials,Specialty Industrial Machinery,Buy,3,,Buy,1.63636,11.0,2.55
anticipative,VOYA,VOYA,74.6449966430664,7197106357.331848,Financials,Multi-Sector Holdings,Buy,2,,Buy,2.41667,11.0,2.55
anticipative,LW,LW,56.38999938964844,7858228816.064453,Consumer Staples,Packaged Foods & Meats,Buy,2,,Buy,2.36364,11.0,2.55
anticipative,LNC,LNC,43.119998931884766,8174689397.506714,Financials,Multi-line Insurance,Strong Buy,4,,,,11.0,2.55
anticipative,AN,AN,221.38499450683594,8347542602.874756,Consumer Discretionary,Automotive Retail,Strong Buy,4,,,,11.0,2.55
event,WU,WU,8.710000038146973,2813042652.0002136,Information Technology,Data Processing & Outsourced Services,Strong Buy,4,,Hold,3.46667,11.0,2.55
event,M,M,15.890000343322754,4314770693.225861,Consumer Discretionary,Department Stores,Strong Buy,4,,Hold,2.84615,11.0,2.55
event,SLGN,SLGN,44.91999816894531,4806125364.089966,Materials,"Metal, Glass & Plastic Containers",Strong Sell,-4,,Strong Buy,1.36364,11.0,2.55
event,SLM,SLM,30.584999084472656,6376390949.449951,Financials,Consumer Finance,Strong Sell,-4,,Strong Buy,1.54545,11.0,2.55
event,GTES,GTES,25.06999969482422,6457630801.391602,Industrials,Specialty Industrial Machinery,Buy,3,,Buy,1.63636,11.0,2.55
event,CHDN,CHDN,101.2750015258789,7101838994.601196,Consumer Discretionary,Casinos & Gaming,Strong Sell,-6,,Strong Buy,1.27273,11.0,2.55
event,VOYA,VOYA,74.6449966430664,7197106357.331848,Financials,Multi-Sector Holdings,Buy,2,,Buy,2.41667,11.0,2.55
event,LW,LW,56.38999938964844,7858228816.064453,Consumer Staples,Packaged Foods & Meats,Buy,2,,Buy,2.36364,11.0,2.55
event,ENTG,ENTG,79.19999694824219,11990879537.963867,Information Technology,Semiconductor Equipment & Materials,Strong Sell,-4,,Strong Buy,1.54545,11.0,2.55
event,SMMT,SMMT,23.489999771118164,17449475296.21582,Health Care,Biotechnology,Neutral,0,,Strong Buy,1.53846,11.0,2.55
event,WST,WST,243.0,17473472928.0,Health Care,Health Care Supplies,Sell,-3,,Strong Buy,1.46154,11.0,2.55
anticipative,SITE,SITE,143.22500610351562,6389639907.293701,Industrials,Industrial Distribution,Buy,2,,Buy,2.18182,10.0,2.5
anticipative,BOKF,BOKF,111.38999938964844,7085640390.174866,Financials,Banks - Regional,Strong Buy,4,,,,10.0,2.5
anticipative,PSN,PSN,79.99500274658203,8542986323.318481,Industrials,Aerospace & Defense,Strong Buy,4,,,,10.0,2.5
anticipative,SKX,SKX,63.165000915527344,9492183677.581787,Consumer Discretionary,Footwear,Strong Buy,4,,Hold,2.64286,10.0,2.5
anticipative,NDSN,NDSN,221.89999389648438,12467739627.06604,Industrials,Industrial Machinery & Supplies & Components,Buy,3,,Buy,2.0,10.0,2.5
anticipative,RBA,RBA,114.7699966430664,21369600443.115723,Industrials,Specialty Business Services,Buy,2,,Buy,2.0,10.0,2.5
anticipative,KEYS,KEYS,165.73500061035156,28482554264.89258,Information Technology,Electronic Equipment & Instruments,Buy,3,,Buy,1.63636,10.0,2.5
event,WK,WK,77.66000366210938,4350171701.135254,Technology,Software - Application,Neutral,-1,,Strong Buy,1.18182,10.0,2.5
event,SITE,SITE,143.22500610351562,6389639907.293701,Industrials,Industrial Distribution,Buy,2,,Buy,2.18182,10.0,2.5
event,RITM,RITM,12.305000305175781,6525243221.832275,Financials,REIT - Mortgage,Neutral,1,,Strong Buy,1.36364,10.0,2.5
event,SKX,SKX,63.165000915527344,9492183677.581787,Consumer Discretionary,Footwear,Strong Buy,4,,Hold,2.64286,10.0,2.5
event,DRS,DRS,41.77000045776367,11115999601.8219,Industrials,Aerospace & Defense,Neutral,0,,Strong Buy,1.5,10.0,2.5
event,NDSN,NDSN,221.89999389648438,12467739627.06604,Industrials,Industrial Machinery & Supplies & Components,Buy,3,,Buy,2.0,10.0,2.5
event,APG,APG,34.474998474121094,14337738165.405273,Industrials,Construction & Engineering,Sell,-2,,Strong Buy,1.4,10.0,2.5
event,QXO,QXO,20.725000381469727,14583581246.029175,Industrials,Industrial Distribution,Neutral,1,,Strong Buy,1.18182,10.0,2.5
event,RBA,RBA,114.7699966430664,21369600443.115723,Industrials,Specialty Business Services,Buy,2,,Buy,2.0,10.0,2.5
event,TDY,TDY,538.9199829101562,25269149618.68286,Industrials,Aerospace & Defense,Neutral,1,,Strong Buy,1.4,10.0,2.5
event,KEYS,KEYS,165.73500061035156,28482554264.89258,Information Technology,Electronic Equipment & Instruments,Buy,3,,Buy,1.63636,10.0,2.5
anticipative,HOG,HOG,29.420000076293945,3576089269.273758,Consumer Discretionary,Motorcycle Manufacturers,Buy,2,,Buy,2.28571,9.0,2.45
anticipative,OZK,OZK,52.375,5899572375.0,Financials,Regional Banks,Strong Buy,4,,Hold,2.55556,9.0,2.45
anticipative,GNTX,GNTX,27.704999923706055,6080942506.614319,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,,Buy,2.11111,9.0,2.45
anticipative,HALO,HALO,74.22000122070312,8681216662.780762,Health Care,Biotechnology,Strong Buy,6,,,,9.0,2.45
anticipative,FYBR,FYBR,37.05500030517578,9287909936.49292,Communication Services,Telecom Services,Strong Buy,4,,Hold,3.08333,9.0,2.45
anticipative,RGA,RGA,195.47500610351562,12919685958.404541,Financials,Reinsurance,Buy,2,,Buy,2.1,9.0,2.45
anticipative,JLL,JLL,300.0950012207031,14218861271.838379,Real Estate,Real Estate Services,Buy,2,,Buy,1.81818,9.0,2.45
anticipative,SGI,SGI,84.79000091552734,17796403712.158203,Consumer Discretionary,Home Furnishings,Strong Buy,4,,,,9.0,2.45
anticipative,PKG,PKG,213.67999267578125,19226669324.975586,Materials,Paper & Plastic Packaging Products & Materials,Buy,2,,Buy,2.4,9.0,2.45
event,HOG,HOG,29.420000076293945,3576089269.273758,Consumer Discretionary,Motorcycle Manufacturers,Buy,2,,Buy,2.28571,9.0,2.45
event,OZK,OZK,52.375,5899572375.0,Financials,Regional Banks,Strong Buy,4,,Hold,2.55556,9.0,2.45
event,GNTX,GNTX,27.704999923706055,6080942506.614319,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,,Buy,2.11111,9.0,2.45
event,ESAB,ESAB,113.86299896240234,6911336015.119171,Industrials,Industrial Machinery & Supplies & Components,Sell,-2,,Strong Buy,1.55556,9.0,2.45
event,FYBR,FYBR,37.05500030517578,9287909936.49292,Communication Services,Telecom Services,Strong Buy,4,,Hold,3.08333,9.0,2.45
event,ATI,ATI,76.62000274658203,10560688218.566895,Industrials,Aerospace & Defense,Neutral,1,,Strong Buy,1.54545,9.0,2.45
event,CLH,CLH,239.24000549316406,12831063518.61267,Industrials,Environmental & Facilities Services,Neutral,-1,,Strong Buy,1.4,9.0,2.45
event,RGA,RGA,195.47500610351562,12919685958.404541,Financials,Reinsurance,Buy,2,,Buy,2.1,9.0,2.45
event,JLL,JLL,300.0950012207031,14218861271.838379,Real Estate,Real Estate Services,Buy,2,,Buy,1.81818,9.0,2.45
event,PKG,PKG,213.67999267578125,19226669324.975586,Materials,Paper & Plastic Packaging Products & Materials,Buy,2,,Buy,2.4,9.0,2.45
anticipative,WFRD,WFRD,62.970001220703125,4523450037.689209,Energy,Oil & Gas Equipment & Services,Buy,2,,Buy,1.875,8.0,2.4
anticipative,REYN,REYN,23.485000610351562,4939482565.4921875,Consumer Staples,Packaging & Containers,Strong Buy,4,,,,8.0,2.4
anticipative,FNB,FNB,16.438199996948242,5903680899.7039795,Financials,Regional Banks,Strong Buy,4,,,,8.0,2.4
anticipative,HR,HR,17.385000228881836,6149405035.039856,Real Estate,REIT - Healthcare Facilities,Strong Buy,4,,Hold,3.0,8.0,2.4
anticipative,CPRT,CPRT,48.34000015258789,46741686387.542725,Industrials,Diversified Support Services,Buy,2,,Buy,2.36364,8.0,2.4
event,WFRD,WFRD,62.970001220703125,4523450037.689209,Energy,Oil & Gas Equipment & Services,Buy,2,,Buy,1.875,8.0,2.4
event,HR,HR,17.385000228881836,6149405035.039856,Real Estate,REIT - Healthcare Facilities,Strong Buy,4,,Hold,3.0,8.0,2.4
event,WTRG,WTRG,38.47999954223633,10792446683.771484,Utilities,Water Utilities,Neutral,-1,,Strong Buy,1.3,8.0,2.4
event,CPRT,CPRT,48.34000015258789,46741686387.542725,Industrials,Diversified Support Services,Buy,2,,Buy,2.36364,8.0,2.4
event,EEFT,EEFT,91.00499725341797,3730859068.4005737,Financials,Transaction & Payment Processing Services,Strong Sell,-6,,Strong Buy,1.55556,7.0,2.35
anticipative,CNXC,CNXC,52.23500061035156,3292116136.9674683,Information Technology,Data Processing & Outsourced Services,Buy,3,,Buy,2.0,6.0,2.3
anticipative,DORM,DORM,158.4199981689453,4837227908.09021,Consumer Cyclical,Auto Parts,Buy,2,,Buy,1.66667,6.0,2.3
anticipative,MTG,MTG,27.864999771118164,6497783566.627502,Financials,Reinsurance,Strong Buy,4,,,,6.0,2.3
event,CNXC,CNXC,52.23500061035156,3292116136.9674683,Information Technology,Data Processing & Outsourced Services,Buy,3,,Buy,2.0,6.0,2.3
event,DORM,DORM,158.4199981689453,4837227908.09021,Consumer Cyclical,Auto Parts,Buy,2,,Buy,1.66667,6.0,2.3
event,CRUS,CRUS,112.13999938964844,5756392876.669312,Information Technology,Semiconductors,Neutral,1,,Strong Buy,1.57143,6.0,2.3
event,DOX,DOX,84.08699798583984,9248897082.458496,Information Technology,Software - Infrastructure,Sell,-2,,Strong Buy,1.14286,6.0,2.3
event,SFD,SFD,24.270000457763672,9540852495.792847,Consumer Staples,Packaged Foods & Meats,Sell,-3,,Strong Buy,1.57143,6.0,2.3
event,AIT,AIT,261.19500732421875,9969003725.042725,Industrials,Trading Companies & Distributors,Neutral,-1,,Strong Buy,1.5,6.0,2.3
anticipative,FULT,FULT,19.31999969482422,3518249224.4262695,Financial Services,Banks - Regional,Strong Buy,4,,,,5.0,2.25
anticipative,TTC,TTC,81.25,8018180300.0,Industrials,Agricultural & Farm Machinery,Buy,2,,Buy,2.16667,5.0,2.25
anticipative,DCI,DCI,79.31999969482422,9242366364.440918,Industrials,Industrial Machinery & Supplies & Components,Strong Buy,4,,Hold,3.125,5.0,2.25
anticipative,AFG,AFG,136.60000610351562,11391688662.59961,Financials,Multi-line Insurance,Strong Buy,4,,Hold,2.66667,5.0,2.25
event,CHX,CHX,25.809999465942383,4940988763.5199995,Energy,Oil & Gas Equipment & Services,Neutral,-1,,Strong Buy,1.4,5.0,2.25
event,TTC,TTC,81.25,8018180300.0,Industrials,Agricultural & Farm Machinery,Buy,2,,Buy,2.16667,5.0,2.25
event,DCI,DCI,79.31999969482422,9242366364.440918,Industrials,Industrial Machinery & Supplies & Components,Strong Buy,4,,Hold,3.125,5.0,2.25
event,SCI,SCI,77.9000015258789,10924696213.989258,Consumer Discretionary,Specialized Consumer Services,Sell,-2,,Strong Buy,1.2,5.0,2.25
event,AFG,AFG,136.60000610351562,11391688662.59961,Financials,Multi-line Insurance,Strong Buy,4,,Hold,2.66667,5.0,2.25
anticipative,HHH,HHH,75.58999633789062,4490136490.466309,Real Estate,Real Estate - Development,Buy,2,,Buy,1.75,4.0,2.2
anticipative,CACC,CACC,521.6950073242188,5862651983.807373,Financials,Credit Services,Strong Buy,4,,,,4.0,2.2
anticipative,CORT,CORT,71.23999786376953,7506701054.901123,Health Care,Pharmaceuticals,Strong Buy,5,,,,4.0,2.2
event,HHH,HHH,75.58999633789062,4490136490.466309,Real Estate,Real Estate - Development,Buy,2,,Buy,1.75,4.0,2.2
event,KEX,KEX,88.72000122070312,4950576068.115234,Industrials,Marine Transportation,Strong Sell,-6,,Strong Buy,1.0,4.0,2.2
event,CHE,CHE,458.3800048828125,6679375917.150879,Health Care,Health Care Services,Neutral,-1,,Strong Buy,1.25,4.0,2.2
event,LOAR,LOAR,72.87000274658203,6822271540.661865,Industrials,Aerospace & Defense,Neutral,-1,,Strong Buy,1.5,4.0,2.2
anticipative,DNB,DNB,9.149999618530273,4082629276.8,Industrials,Financial Data & Stock Exchanges,Strong Buy,4,,Sell,3.5,3.0,2.15
anticipative,DDS,DDS,556.0800170898438,8674848266.601562,Consumer Discretionary,Broadline Retail,Strong Buy,4,,,,3.0,2.15
anticipative,NVR,NVR,8261.1201171875,22826300995.80078,Consumer Discretionary,Homebuilding,Strong Buy,4,,,,3.0,2.15
event,DNB,DNB,9.149999618530273,4082629276.8,Industrials,Financial Data & Stock Exchanges,Strong Buy,4,,Sell,3.5,3.0,2.15
anticipative,UI,UI,545.1669921875,32981894310.253906,Information Technology,Communication Equipment,Strong Buy,6,,Hold,3.0,2.0,2.1
event,UI,UI,545.1669921875,32981894310.253906,Information Technology,Communication Equipment,Strong Buy,6,,Hold,3.0,2.0,2.1
anticipative,TFSL,TFSL,13.694999694824219,3844022074.3408203,Financials,Banks - Regional,Strong Buy,4,,,,1.0,2.05
anticipative,LLYVA,LLYVA,93.69999694824219,8796209398.312256,Communication Services,Entertainment,Strong Buy,4,,,,1.0,2.05
anticipative,LLYVK,LLYVK,96.58999633789062,8812214453.894043,Communication Services,Entertainment,Strong Buy,4,,,,1.0,2.05
anticipative,SEB,SEB,3940.0,3779220420.0,Consumer Staples,Conglomerates,Strong Buy,4,,,,,2.0
anticipative,ENPH,ENPH,37.90999984741211,4956770390.048981,Information Technology,Electronic Components,Buy,2,,Hold,2.85294,31.0,2.0
anticipative,VFC,VFC,14.734999656677246,5755741243.012299,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,2,,Hold,2.65217,20.0,2.0
anticipative,NEU,NEU,819.75,7702879245.0,Materials,Specialty Chemicals,Strong Buy,4,,,,,2.0
anticipative,CMA,CMA,69.62000274658203,8947910853.004456,Financials,Diversified Banks,Buy,2,,Hold,3.18182,20.0,2.0
anticipative,FOX,FOX,54.89500045776367,25582881309.172974,Communication Services,Movies & Entertainment,Strong Buy,4,,,,,2.0
anticipative,OXY,OXY,46.595001220703125,45869983001.708984,Energy,Oil & Gas Exploration & Production,Buy,2,,Hold,2.83333,23.0,2.0
anticipative,ORLY,ORLY,103.68000030517578,88235203720.83496,Consumer Discretionary,Automotive Retail,Buy,2,,,,22.0,2.0
anticipative,COF,COF,219.8800048828125,140616999323.60156,Financials,Consumer Finance,Buy,3,,,,21.0,2.0
event,BILL,BILL,46.18000030517578,4693227251.014709,Information Technology,Software - Application,Neutral,0,,Buy,2.125,21.0,2.0
event,NOV,NOV,13.055000305175781,4848170083.891602,Energy,Oil & Gas Equipment & Services,Neutral,0,,Buy,2.47826,21.0,2.0
event,ENPH,ENPH,37.90999984741211,4956770390.048981,Information Technology,Electronic Components,Buy,2,,Hold,2.85294,31.0,2.0
event,VFC,VFC,14.734999656677246,5755741243.012299,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,2,,Hold,2.65217,20.0,2.0
event,S,S,17.93000030517578,5981555968.688477,Information Technology,Software - Infrastructure,Neutral,-1,,Buy,1.8,32.0,2.0
event,CFLT,CFLT,19.05500030517578,6569097025.20752,Information Technology,Software - Infrastructure,Neutral,-1,,Buy,1.8,31.0,2.0
event,SAIA,SAIA,292.0199890136719,7778244427.368164,Industrials,Trucking,Sell,-3,,Buy,2.19048,20.0,2.0
event,FND,FND,78.66999816894531,8472050772.81189,Consumer Discretionary,Home Improvement Retail,Strong Sell,-4,,Buy,2.43478,22.0,2.0
event,CMA,CMA,69.62000274658203,8947910853.004456,Financials,Diversified Banks,Buy,2,,Hold,3.18182,20.0,2.0
event,WING,WING,320.67999267578125,8954603979.47998,Consumer Discretionary,Restaurants,Sell,-3,,Buy,1.69231,22.0,2.0
event,AR,AR,31.815000534057617,9828640184.506958,Energy,Oil & Gas E&P,Neutral,1,,Buy,1.90476,21.0,2.0
event,AKAM,AKAM,77.38999938964844,11096642452.48413,Information Technology,Internet Services & Infrastructure,Neutral,-1,BUY,Buy,2.375,22.0,2.0
event,TXRH,TXRH,171.4600067138672,11393620322.140503,Consumer Discretionary,Restaurants,Sell,-2,,Buy,2.2963,22.0,2.0
event,CPT,CPT,109.33000183105469,11682238685.653687,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.29167,22.0,2.0
event,CART,CART,44.63999938964844,11759872159.210205,Consumer Staples,Food Retail,Neutral,-1,,Buy,2.06897,25.0,2.0
event,GLPI,GLPI,47.70000076293945,13499481815.917969,Real Estate,REIT - Specialty,Neutral,0,,Buy,2.08696,22.0,2.0
event,UDR,UDR,38.220001220703125,14214477093.99414,Real Estate,Multi-Family Residential REITs,Strong Sell,-4,,Buy,2.38095,21.0,2.0
event,AMH,AMH,34.60499954223633,14441912088.95874,Real Estate,REIT - Residential,Strong Sell,-4,,Buy,2.04545,20.0,2.0
event,ILMN,ILMN,96.26000213623047,15237958338.165283,Health Care,Life Sciences Tools & Services,Strong Sell,-6,,Buy,2.45455,21.0,2.0
event,OKTA,OKTA,89.77999877929688,15826956864.807129,Information Technology,Application Software,Strong Sell,-4,,Buy,1.97778,40.0,2.0
event,TWLO,TWLO,104.69000244140625,16063005834.594727,Information Technology,Software - Infrastructure,Sell,-2,,Buy,1.92857,26.0,2.0
event,MAA,MAA,142.72669982910156,16931668400.726318,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.36,24.0,2.0
event,TRU,TRU,87.29000091552734,17004092178.344727,Industrials,Financial Data & Stock Exchanges,Strong Sell,-4,,Buy,1.7619,20.0,2.0
event,DKS,DKS,212.61000061035156,17029360286.327148,Consumer Discretionary,Other Specialty Retail,Sell,-2,,Buy,2.26923,20.0,2.0
event,CTRA,CTRA,24.225000381469727,18487066015.914795,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Buy,1.68,25.0,2.0
event,INVH,INVH,30.2549991607666,18546556525.543213,Real Estate,Single-Family Residential REITs,Strong Sell,-4,,Buy,2.20833,22.0,2.0
event,HAL,HAL,21.899999618530273,18671983124.358154,Energy,Oil & Gas Equipment & Services,Neutral,-1,,Buy,1.88462,24.0,2.0
event,ZG,ZG,80.9000015258789,20136900927.008057,Real Estate,Internet Content & Information,Neutral,1,,Buy,2.26923,23.0,2.0
event,GPN,GPN,86.30999755859375,20939410268.177734,Financials,Transaction & Payment Processing Services,Neutral,-1,,Buy,2.41379,22.0,2.0
event,DLTR,DLTR,102.56500244140625,22057834555.05371,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,0,,Buy,2.22222,21.0,2.0
event,DG,DG,110.02570343017578,24217317479.20227,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,1,,Buy,2.43333,27.0,2.0
event,DRI,DRI,208.0399932861328,24256423017.196655,Consumer Discretionary,Restaurants,Neutral,1,,Buy,2.0,27.0,2.0
event,PPG,PPG,108.98999786376953,24599042517.852783,Materials,Specialty Chemicals,Strong Sell,-6,,Buy,2.25,20.0,2.0
event,EQR,EQR,64.32499694824219,24998109993.219727,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.25,20.0,2.0
event,STZ,STZ,148.0749969482422,26108730352.311035,Consumer Staples,Distillers & Vintners,Strong Sell,-6,,Buy,1.88,23.0,2.0
event,TTD,TTD,53.42649841308594,26122512841.001465,Communication Services,Advertising,Sell,-2,,Buy,2.13158,33.0,2.0
event,AVB,AVB,190.5800018310547,27135353925.351074,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.43478,20.0,2.0
event,QSR,QSR,62.529998779296875,28513617413.600586,Consumer Discretionary,Restaurants,Strong Sell,-4,,Buy,1.90625,28.0,2.0
event,EFX,EFX,237.9600067138672,29315958947.128296,Industrials,Research & Consulting Services,Strong Sell,-6,,Buy,1.91304,20.0,2.0
event,EXR,EXR,143.05999755859375,31702237374.501953,Real Estate,Self-Storage REITs,Neutral,1,,Buy,2.33333,20.0,2.0
event,TSCO,TSCO,60.595001220703125,32112442086.914062,Consumer Discretionary,Other Specialty Retail,Neutral,-1,,Buy,2.21875,27.0,2.0
event,EQT,EQT,51.29650115966797,32333364910.837402,Energy,Oil & Gas Exploration & Production,Sell,-2,,Buy,1.72,25.0,2.0
event,GEHC,GEHC,72.23500061035156,32979755192.90332,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,1.61905,20.0,2.0
event,MCHP,MCHP,62.70000076293945,33837936411.743164,Information Technology,Semiconductors,Strong Sell,-4,,Buy,1.68,24.0,2.0
event,CTSH,CTSH,71.62000274658203,34978922861.41968,Information Technology,IT Consulting & Other Services,Neutral,-1,,Buy,2.48,22.0,2.0
event,CHTR,CHTR,261.1050109863281,35664596644.47363,Communication Services,Cable & Satellite,Strong Sell,-4,,Buy,2.36364,20.0,2.0
event,ROK,ROK,336.1499938964844,37794688413.757324,Industrials,Electrical Components & Equipment,Strong Sell,-4,,Buy,2.14815,24.0,2.0
event,VMC,VMC,287.5199890136719,37988291028.44238,Materials,Construction Materials,Neutral,-1,,Buy,1.61905,21.0,2.0
event,YUM,YUM,144.71499633789062,40163621223.63281,Consumer Discretionary,Restaurants,Sell,-3,,Buy,2.42857,23.0,2.0
event,ZS,ZS,269.07501220703125,41893903100.58594,Information Technology,Application Software,Sell,-2,,Buy,1.72917,43.0,2.0
event,EA,EA,168.14999389648438,42072306868.05762,Communication Services,Interactive Home Entertainment,Neutral,-1,,Buy,2.14815,24.0,2.0
event,VEEV,VEEV,268.8800048828125,44071583840.33203,Health Care,Health Information Services,Strong Sell,-4,,Buy,2.09677,29.0,2.0
event,KR,KR,67.56999969482422,44674308555.99121,Consumer Staples,Food Retail,Sell,-2,,Buy,2.24,22.0,2.0
event,OXY,OXY,46.595001220703125,45869983001.708984,Energy,Oil & Gas Exploration & Production,Buy,2,,Hold,2.83333,23.0,2.0
event,XYZ,XYZ,75.86000061035156,46243042612.06055,Financials,Transaction & Payment Processing Services,Neutral,-1,,Buy,1.97727,36.0,2.0
event,FDX,FDX,225.74000549316406,53262902816.101074,Industrials,Air Freight & Logistics,Strong Sell,-5,,Buy,1.86667,29.0,2.0
event,MRVL,MRVL,62.189998626708984,53613995826.00586,Information Technology,Semiconductors,Strong Sell,-6,,Buy,1.64286,39.0,2.0
event,PWR,PWR,372.125,55448857750.0,Industrials,Construction & Engineering,Strong Sell,-4,,Buy,1.93103,24.0,2.0
event,DLR,DLR,159.69500732421875,55773320335.416016,Real Estate,Data Center REITs,Strong Sell,-4,,Buy,1.75862,25.0,2.0
event,ALNY,ALNY,445.0950012207031,58342607665.008545,Health Care,Biotechnology,Neutral,0,,Buy,1.8125,28.0,2.0
event,CSX,CSX,32.084999084472656,59815424146.640625,Industrials,Rail Transportation,Sell,-2,,Buy,1.85185,25.0,2.0
event,REGN,REGN,573.8499755859375,60820637362.42676,Health Care,Biotechnology,Neutral,-1,,Buy,1.8,23.0,2.0
event,WDAY,WDAY,232.55999755859375,62093519348.14453,Information Technology,Application Software,Neutral,1,,Buy,1.775,35.0,2.0
event,APD,APD,291.760009765625,64932357213.37891,Materials,Industrial Gases,Sell,-3,SELL,Buy,2.04167,22.0,2.0
event,EOG,EOG,121.5,66338152416.0,Energy,Oil & Gas Exploration & Production,Neutral,1,,Buy,2.125,29.0,2.0
event,PYPL,PYPL,69.44000244140625,66341449541.42578,Financials,Transaction & Payment Processing Services,Neutral,-1,,Buy,2.33333,32.0,2.0
event,WMB,WMB,57.439998626708984,70144579361.04443,Energy,Oil & Gas Storage & Transportation,Neutral,-1,,Buy,2.0,20.0,2.0
event,MAR,MAR,265.4100036621094,72047664527.54883,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Neutral,1,,Buy,2.42308,24.0,2.0
event,UPS,UPS,85.2249984741211,72234150593.11084,Industrials,Air Freight & Logistics,Strong Sell,-4,,Buy,2.19355,30.0,2.0
event,RSG,RSG,231.4499969482422,72262392247.19238,Industrials,Environmental & Facilities Services,Sell,-2,,Buy,1.95455,20.0,2.0
event,EMR,EMR,129.47000122070312,72865716687.01172,Industrials,Electrical Components & Equipment,Strong Sell,-4,,Buy,1.74074,26.0,2.0
event,ECL,ECL,273.1700134277344,78031560675.65918,Materials,Specialty Chemicals,Neutral,-1,,Buy,2.15385,20.0,2.0
event,COIN,COIN,304.1600036621094,78150263020.93506,Financials,Financial Data & Stock Exchanges,Sell,-2,,Buy,2.30303,29.0,2.0
event,MDLZ,MDLZ,60.96500015258789,78885659021.1211,Consumer Staples,Packaged Foods & Meats,Neutral,0,,Buy,1.76923,24.0,2.0
event,CI,CI,299.0350036621094,79820815457.51953,Health Care,Managed Health Care,Neutral,-1,,Buy,1.66667,23.0,2.0
event,NOC,NOC,578.5599975585938,82839960758.91211,Industrials,Aerospace & Defense,Neutral,-1,,Buy,2.22727,20.0,2.0
event,DELL,DELL,123.02999877929688,83184842650.59082,Information Technology,"Technology Hardware, Storage & Peripherals",Sell,-2,,Buy,1.6087,21.0,2.0
event,MCO,MCO,494.7049865722656,88729795644.25488,Financials,Financial Exchanges & Data,Sell,-2,,Buy,2.13043,20.0,2.0
event,WM,WM,223.2449951171875,89929784954.97656,Industrials,Environmental & Facilities Services,Sell,-2,,Buy,2.04348,20.0,2.0
event,SHW,SHW,361.55999755859375,90148835978.79688,Materials,Specialty Chemicals,Sell,-3,,Buy,2.07407,21.0,2.0
event,PH,PH,745.4600219726562,94436366503.54004,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,,Buy,1.66667,21.0,2.0
event,CDNS,CDNS,345.1400146484375,95082970536.63281,Information Technology,Application Software,Neutral,-1,,Buy,1.69565,23.0,2.0
event,SBUX,SBUX,86.83000183105469,98688296431.34668,Consumer Discretionary,Restaurants,Strong Sell,-4,,Buy,2.26471,29.0,2.0
event,VRTX,VRTX,395.57000732421875,101420592912.42383,Health Care,Biotechnology,Sell,-2,,Buy,2.0,25.0,2.0
