candidate_type,ticker_tv,ticker_yf,price,market_cap,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes,rank_score
event,WPC,WPC,66.29499816894531,14518008474.375488,Real Estate,REIT - Diversified,Buy,2,,Hold,2.85714,11.0,1.55
event,TSN,TSN,56.20000076293945,19994217621.8302,Consumer Staples,Packaged Foods & Meats,Neutral,-1,,Buy,2.46154,11.0,1.55
event,HUBB,HUBB,426.2799987792969,22652519135.131836,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,2.21429,11.0,1.55
event,MTD,MTD,1268.820068359375,26136424588.134766,Health Care,Life Sciences Tools & Services,Neutral,-1,,Buy,2.30769,11.0,1.55
event,RJF,RJF,165.75,33047898000.0,Financials,Investment Banking & Brokerage,Neutral,1,,Buy,2.46154,11.0,1.55
event,CBRE,CBRE,158.17999267578125,47067087009.76953,Real Estate,Real Estate Services,Neutral,-1,,Buy,1.83333,11.0,1.55
anticipative,NWL,NWL,6.175000190734863,2587942579.936981,Consumer Discretionary,Housewares & Specialties,Buy,2,,,,10.0,1.5
anticipative,SPR,SPR,41.029998779296875,4817701426.66626,Industrials,Aerospace & Defense,Buy,3,,,,10.0,1.5
anticipative,ESI,ESI,25.18000030517578,6083915932.295654,Materials,Specialty Chemicals,Buy,2,,,,10.0,1.5
anticipative,INFA,INFA,24.934999465942383,7604426388.168457,Information Technology,Software - Infrastructure,Buy,2,,,,10.0,1.5
anticipative,BEN,BEN,25.379899978637695,13177117372.447998,Financials,Asset Management & Custody Banks,Buy,2,,Hold,3.2,10.0,1.5
anticipative,ATO,ATO,164.7050018310547,26439105713.928223,Utilities,Gas Utilities,Buy,2,,Hold,2.5,10.0,1.5
anticipative,ADM,ADM,61.58000183105469,29596456334.757812,Consumer Staples,Agricultural Products & Services,Buy,2,,Hold,2.90909,10.0,1.5
anticipative,FAST,FAST,49.48500061035156,57385283333.07422,Industrials,Building Products,Buy,2,,Hold,2.82353,10.0,1.5
event,BRKR,BRKR,28.934999465942383,4389989415.453308,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,2.16667,10.0,1.5
event,TKR,TKR,75.56999969482422,5262921488.746643,Industrials,Industrial Machinery & Supplies & Components,Sell,-3,,Buy,2.41667,10.0,1.5
event,MP,MP,65.69000244140625,11633568052.368164,Materials,Diversified Metals & Mining,Neutral,-1,,Buy,1.6,10.0,1.5
event,BEN,BEN,25.379899978637695,13177117372.447998,Financials,Asset Management & Custody Banks,Buy,2,,Hold,3.2,10.0,1.5
event,LNT,LNT,64.31999969482422,16528245487.019287,Utilities,Electric Utilities,Neutral,-1,,Buy,2.18182,10.0,1.5
event,GEN,GEN,29.315000534057617,18054199829.389526,Information Technology,Application Software,Sell,-2,,Buy,2.0,10.0,1.5
event,RKLB,RKLB,44.52159881591797,21477797693.410645,Industrials,Aerospace & Defense,Neutral,1,,Buy,1.84615,10.0,1.5
event,IRM,IRM,88.19039916992188,26046858014.038086,Real Estate,Other Specialized REITs,Strong Sell,-6,,Buy,1.8,10.0,1.5
event,ATO,ATO,164.7050018310547,26439105713.928223,Utilities,Gas Utilities,Buy,2,,Hold,2.5,10.0,1.5
event,ADM,ADM,61.58000183105469,29596456334.757812,Consumer Staples,Agricultural Products & Services,Buy,2,,Hold,2.90909,10.0,1.5
event,BDX,BDX,187.27499389648438,53678071173.76758,Health Care,Health Care Equipment,Sell,-3,,Buy,2.38462,10.0,1.5
event,FAST,FAST,49.48500061035156,57385283333.07422,Industrials,Building Products,Buy,2,,Hold,2.82353,10.0,1.5
anticipative,OMC,OMC,77.2300033569336,14961228558.155273,Communication Services,Advertising,Buy,2,,,,9.0,1.45
event,ASH,ASH,54.42499923706055,2487549015.1290894,Materials,Diversified Chemicals,Neutral,1,,Buy,1.81818,9.0,1.45
event,WSC,WSC,23.315000534057617,4245078908.758545,Industrials,Rental & Leasing Services,Strong Sell,-4,,Buy,2.22222,9.0,1.45
event,POST,POST,110.80999755859375,6019210148.382568,Consumer Staples,Packaged Foods & Meats,Neutral,1,,Buy,1.9,9.0,1.45
event,ALSN,ALSN,87.83999633789062,7417156586.773682,Industrials,Auto Parts,Neutral,-1,,Buy,2.44444,9.0,1.45
event,AUR,AUR,5.760000228881836,10629101498.84253,Information Technology,Information Technology Services,Sell,-2,,Buy,2.2,9.0,1.45
event,BG,BG,81.05500030517578,16294973041.351318,Consumer Staples,Agricultural Products & Services,Neutral,-1,,Buy,1.77778,9.0,1.45
event,NWSA,NWSA,28.6200008392334,16946445590.04602,Communication Services,Publishing,Strong Sell,-4,,Buy,1.66667,9.0,1.45
event,GPC,GPC,136.47000122070312,18981885409.79004,Consumer Discretionary,Automotive Parts & Equipment,Neutral,-1,,Buy,2.41667,9.0,1.45
event,SSNC,SSNC,86.22000122070312,21056734228.36133,Information Technology,Software - Application,Neutral,-1,,Buy,1.7,9.0,1.45
event,NRG,NRG,146.6999969482422,28376328283.29541,Utilities,Independent Power Producers & Energy Traders,Sell,-2,,Buy,2.1,9.0,1.45
event,IBKR,IBKR,63.529998779296875,105269846326.72266,Financials,Investment Banking & Brokerage,Neutral,1,,Buy,2.0,9.0,1.45
anticipative,COLM,COLM,56.650001525878906,3102726248.5725403,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,2,,,,8.0,1.4
anticipative,FHB,FHB,25.725000381469727,3206055347.541809,Financials,Regional Banks,Buy,2,,Sell,3.77778,8.0,1.4
anticipative,HIW,HIW,31.155000686645508,3387202829.6527863,Real Estate,REIT - Office,Buy,2,,Hold,2.77778,8.0,1.4
anticipative,CAR,CAR,157.1300048828125,5540796797.180176,Industrials,Passenger Ground Transportation,Buy,3,,Hold,2.77778,8.0,1.4
anticipative,DBX,DBX,28.885000228881836,7794934815.686279,Information Technology,Software - Infrastructure,Buy,2,,,,8.0,1.4
anticipative,RPRX,RPRX,36.35499954223633,20989159371.555176,Health Care,Biotechnology,Buy,3,,,,8.0,1.4
event,FHB,FHB,25.725000381469727,3206055347.541809,Financials,Regional Banks,Buy,2,,Sell,3.77778,8.0,1.4
event,HIW,HIW,31.155000686645508,3387202829.6527863,Real Estate,REIT - Office,Buy,2,,Hold,2.77778,8.0,1.4
event,CAR,CAR,157.1300048828125,5540796797.180176,Industrials,Passenger Ground Transportation,Buy,3,,Hold,2.77778,8.0,1.4
event,OGE,OGE,44.03499984741211,8868429146.54956,Utilities,Multi-Utilities,Sell,-2,,Buy,2.4,8.0,1.4
event,IPG,IPG,26.43000030517578,9680410068.895508,Communication Services,Advertising,Neutral,0,,Buy,2.22222,8.0,1.4
event,CR,CR,181.07000732421875,10419999497.485352,Industrials,Industrial Machinery & Supplies & Components,Sell,-2,,Buy,1.75,8.0,1.4
event,ASTS,ASTS,46.2599983215332,16585042818.399414,Communication Services,Wireless Telecommunication Services,Strong Sell,-4,,Buy,1.9,8.0,1.4
event,JBL,JBL,202.0399932861328,21682730039.474487,Information Technology,Electronic Manufacturing Services,Strong Sell,-4,,Buy,1.66667,8.0,1.4
event,STE,STE,240.50999450683594,23687973664.974976,Health Care,Health Care Equipment,Neutral,-1,,Buy,2.125,8.0,1.4
event,WAB,WAB,190.77999877929688,32614411605.07715,Industrials,Construction Machinery & Heavy Transportation Equipment,Sell,-2,,Buy,1.77778,8.0,1.4
anticipative,WBA,WBA,11.979999542236328,0.0,Consumer Staples,Drug Retail,Buy,2,,Hold,2.75,7.0,1.35
anticipative,MPW,MPW,4.409900188446045,2650791144.3917236,Real Estate,Health Care REITs,Buy,2,,Hold,3.3,7.0,1.35
anticipative,MSM,MSM,89.63500213623047,4990500451.93634,Industrials,Trading Companies & Distributors,Buy,3,,Hold,2.81818,7.0,1.35
anticipative,PAG,PAG,183.72000122070312,12133677248.620605,Consumer Discretionary,Auto & Truck Dealerships,Buy,2,,,,7.0,1.35
event,WBA,WBA,11.979999542236328,0.0,Consumer Staples,Drug Retail,Buy,2,,Hold,2.75,7.0,1.35
event,MPW,MPW,4.409900188446045,2650791144.3917236,Real Estate,Health Care REITs,Buy,2,,Hold,3.3,7.0,1.35
event,RYN,RYN,25.850000381469727,4037201359.577179,Real Estate,Timber REITs,Sell,-3,,Buy,2.42857,7.0,1.35
event,MSM,MSM,89.63500213623047,4990500451.93634,Industrials,Trading Companies & Distributors,Buy,3,,Hold,2.81818,7.0,1.35
event,MIDD,MIDD,136.4600067138672,6916120644.274902,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,2.11111,7.0,1.35
event,EXLS,EXLS,43.15999984741211,6970900710.075073,Industrials,Data Processing & Outsourced Services,Neutral,-1,,Buy,1.66667,7.0,1.35
event,MASI,MASI,136.08999633789062,7458684429.2907715,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,1.75,7.0,1.35
event,STWD,STWD,20.075000762939453,7563035873.029053,Financials,REIT - Mortgage,Neutral,1,,Buy,2.125,7.0,1.35
anticipative,OGN,OGN,9.725000381469727,2528169449.169159,Health Care,Pharmaceuticals,Buy,2,,Hold,3.0,6.0,1.3
anticipative,SHC,SHC,15.734999656677246,4469479573.360199,Health Care,Diagnostics & Research,Buy,2,,,,6.0,1.3
anticipative,EME,EME,623.8499755859375,27926207462.121582,Industrials,Construction & Engineering,Buy,2,,,,6.0,1.3
event,OGN,OGN,9.725000381469727,2528169449.169159,Health Care,Pharmaceuticals,Buy,2,,Hold,3.0,6.0,1.3
event,IDA,IDA,123.94999694824219,6697377790.104675,Utilities,Electric Utilities,Neutral,-1,,Buy,1.66667,6.0,1.3
event,BIO,BIO,287.260009765625,7608828234.667969,Health Care,Life Sciences Tools & Services,Neutral,0,,Buy,2.16667,6.0,1.3
event,LKQ,LKQ,32.064998626708984,8250099435.141846,Consumer Discretionary,Distributors,Neutral,-1,,Buy,1.71429,6.0,1.3
event,SF,SF,112.2699966430664,11470962367.012024,Financials,Investment Banking & Brokerage,Neutral,-1,,Buy,2.16667,6.0,1.3
event,CINF,CINF,152.88999938964844,23908326544.555664,Financials,Property & Casualty Insurance,Neutral,1,,Buy,2.125,6.0,1.3
anticipative,FIX,FIX,700.25,24705870375.0,Industrials,Construction & Engineering,Buy,2,,,,5.0,1.25
event,ADTN,ADTN,9.1850004196167,735279490.5912399,Technology,Communication Equipment,Neutral,1,,Buy,1.875,5.0,1.25
event,ADT,ADT,8.595000267028809,7048596620.265259,Consumer Discretionary,Security & Protection Services,Neutral,-1,NEUTRAL,Buy,2.2,5.0,1.25
event,EVR,EVR,307.5,12009135750.0,Financials,Investment Banking & Brokerage,Neutral,-1,,Buy,1.66667,5.0,1.25
event,NFG,NFG,85.77999877929688,7751389497.692871,Utilities,Gas Utilities,Sell,-2,,Buy,2.16667,4.0,1.2
event,APPF,APPF,275.0199890136719,9860291666.107178,Information Technology,Application Software,Neutral,1,,Buy,2.0,4.0,1.2
event,FNF,FNF,59.06999969482422,16050677999.636719,Financials,Insurance - Specialty,Sell,-3,,Buy,1.75,4.0,1.2
anticipative,KRMN,KRMN,53.70500183105469,7106353252.288818,Industrials,Aerospace & Defense,Buy,3,,,,3.0,1.15
anticipative,JEF,JEF,63.20000076293945,13165571358.932495,Financials,Multi-Sector Holdings,Buy,2,,Hold,2.75,3.0,1.15
event,VMI,VMI,366.19500732421875,7228140152.069092,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,2.0,3.0,1.15
event,MORN,MORN,254.36500549316406,10728530892.189026,Financials,Financial Data & Stock Exchanges,Strong Sell,-4,,Buy,1.66667,3.0,1.15
event,JEF,JEF,63.20000076293945,13165571358.932495,Financials,Multi-Sector Holdings,Buy,2,,Hold,2.75,3.0,1.15
event,VRSN,VRSN,272.30999755859375,25436095637.95166,Information Technology,Internet Services & Infrastructure,Neutral,1,,Buy,2.0,3.0,1.15
anticipative,MRP,MRP,34.58000183105469,5740418623.962402,Consumer Discretionary,Homebuilding,Buy,3,,,,2.0,1.1
anticipative,MLI,MLI,94.9800033569336,10514381351.615906,Industrials,Industrial Machinery & Supplies & Components,Buy,2,,,,2.0,1.1
event,LBRDK,LBRDK,59.869998931884766,8598888466.590881,Communication Services,Telecom Services,Strong Sell,-4,,Buy,2.0,2.0,1.1
anticipative,TLYS,TLYS,1.9890999794006348,59975143.66889,Consumer Cyclical,Apparel Retail,Buy,2,,,,1.0,1.05
anticipative,HEI.A,HEI-A,249.66000366210938,38408445940.66992,Industrials,Aerospace & Defense,Buy,3,,Hold,3.0,1.0,1.05
event,NWS,NWS,32.63999938964844,16789461067.165527,Communication Services,Publishing,Strong Sell,-4,,Buy,1.66667,1.0,1.05
event,HEI.A,HEI-A,249.66000366210938,38408445940.66992,Industrials,Aerospace & Defense,Buy,3,,Hold,3.0,1.0,1.05
anticipative,L,L,96.34760284423828,19984997867.56897,Financials,Multi-line Insurance,Buy,2,,,,,1.0
event,WEN,WEN,10.079999923706055,1920895104.821045,Consumer Discretionary,Restaurants,Strong Sell,-4,,Hold,2.75862,22.0,1.0
event,SRPT,SRPT,19.420000076293945,2032719866.394043,Health Care,Biotechnology,Neutral,1,,Hold,2.89286,25.0,1.0
event,ETSY,ETSY,52.099998474121094,5163557908.772278,Consumer Discretionary,Internet Retail,Neutral,0,,Hold,2.7,25.0,1.0
event,RRC,RRC,34.18000030517578,8141368726.130127,Energy,Oil & Gas Exploration & Production,Neutral,0,,Hold,2.5,24.0,1.0
event,QRVO,QRVO,90.20999908447266,8358344679.012451,Information Technology,Semiconductors,Neutral,1,,Hold,2.73077,21.0,1.0
event,MRNA,MRNA,24.059999465942383,9361264592.208862,Health Care,Biotechnology,Strong Sell,-4,,Hold,2.83333,20.0,1.0
event,ALB,ALB,80.19999694824219,9438176240.859985,Materials,Specialty Chemicals,Neutral,-1,BUY,Hold,2.64,22.0,1.0
event,TAP,TAP,49.980201721191406,9892431785.911865,Consumer Staples,Brewers,Sell,-3,,Hold,2.61905,21.0,1.0
event,LUV,LUV,32.30500030517578,16966198500.274658,Industrials,Passenger Airlines,Neutral,1,,Hold,2.95455,20.0,1.0
event,ESS,ESS,261.2099914550781,17887816940.838623,Real Estate,Multi-Family Residential REITs,Sell,-2,,Hold,2.65385,24.0,1.0
event,ZBH,ZBH,104.34500122070312,20670327361.816406,Health Care,Health Care Equipment,Neutral,0,,Hold,2.5,24.0,1.0
event,GIS,GIS,49.36000061035156,26392102076.106445,Consumer Staples,Packaged Foods & Meats,Neutral,-1,,Hold,2.90476,20.0,1.0
event,ODFL,ODFL,149.1999969482422,31357064958.618164,Industrials,Cargo Ground Transportation,Strong Sell,-4,,Hold,2.625,21.0,1.0
event,EL,EL,90.7249984741211,32650928250.05298,Consumer Staples,Personal Care Products,Neutral,1,,Hold,2.57692,23.0,1.0
event,EBAY,EBAY,89.66000366210938,40974621673.583984,Consumer Discretionary,Broadline Retail,Sell,-2,,Hold,2.71875,27.0,1.0
event,TGT,TGT,92.4800033569336,42022821785.227295,Consumer Staples,Consumer Staples Merchandise Retail,Strong Sell,-6,,Hold,2.68571,31.0,1.0
event,FTNT,FTNT,76.80999755859375,58856888360.27344,Information Technology,Systems Software,Strong Sell,-4,,Hold,2.68182,35.0,1.0
event,ABNB,ABNB,124.86499786376953,76405767246.7456,Consumer Discretionary,"Hotels, Resorts & Cruise lines",Sell,-2,STRONG_SELL,Hold,2.64444,35.0,1.0
event,BMY,BMY,47.54499816894531,96774991072.99805,Health Care,Health Care Distributors,Neutral,-1,,Hold,2.69231,21.0,1.0
event,KHC,KHC,26.698200225830078,31599989787.29248,Consumer Staples,Packaged Foods & Meats,Sell,-3,,Hold,2.95238,19.0,0.9500000000000001
event,O,O,57.777801513671875,52826589666.31445,Real Estate,Retail REITs,Neutral,-1,,Hold,2.52174,19.0,0.9500000000000001
event,MMC,MMC,204.9499969482422,100758337299.68262,Financials,Insurance Brokers,Strong Sell,-6,,Hold,2.7,19.0,0.9500000000000001
event,CAG,CAG,19.024999618530273,9107153471.792725,Consumer Staples,Packaged Foods & Meats,Sell,-3,,Hold,3.0,18.0,0.9
event,LINE,LINE,40.88999938964844,10126490128.845215,Real Estate,Industrial REITs,Sell,-3,,Hold,2.57895,18.0,0.9
event,BF.B,BF-B,28.3700008392334,13484460215.853516,Consumer Staples,Distillers & Vintners,Strong Sell,-4,,Hold,3.0,18.0,0.9
event,CF,CF,85.93000030517578,14027556969.818115,Materials,Fertilizers & Agricultural Chemicals,Neutral,1,,Hold,2.7,18.0,0.9
event,MAS,MAS,72.28050231933594,15132935087.58545,Industrials,Building Products,Sell,-3,,Hold,2.5,18.0,0.9
event,LYB,LYB,54.59000015258789,17558764369.07959,Materials,Specialty Chemicals,Neutral,-1,,Hold,2.9,18.0,0.9
event,CME,CME,268.20001220703125,96653920399.16992,Financials,Financial Exchanges & Data,Sell,-2,,Hold,2.77778,18.0,0.9
event,LMT,LMT,449.7149963378906,104992708022.30566,Industrials,Aerospace & Defense,Neutral,0,,Hold,2.55,18.0,0.9
event,NNN,NNN,42.39500045776367,8003412976.4175415,Real Estate,Retail REITs,Neutral,1,,Hold,2.94444,17.0,0.8500000000000001
event,CLX,CLX,122.24500274658203,14951664040.931702,Consumer Staples,Household Products,Neutral,1,,Hold,3.15789,17.0,0.8500000000000001
event,DOCU,DOCU,76.22000122070312,15401242716.418945,Information Technology,Application Software,Neutral,0,,Hold,2.54545,17.0,0.8500000000000001
event,DOW,DOW,24.100000381469727,17083141441.60254,Materials,Commodity Chemicals,Neutral,-1,,Hold,2.7,17.0,0.8500000000000001
event,LII,LII,542.8400268554688,19066875955.27954,Industrials,Building Products,Strong Sell,-4,,Hold,2.95,17.0,0.8500000000000001
event,CMI,CMI,391.33929443359375,54391854063.31641,Industrials,Industrial Machinery & Supplies & Components,Neutral,0,,Hold,2.52381,17.0,0.8500000000000001
event,ITW,ITW,261.9280090332031,76352014633.17871,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Hold,3.26316,17.0,0.8500000000000001
event,COTY,COTY,4.320000171661377,3768314446.0593567,Consumer Staples,Personal Care Products,Strong Sell,-4,,Hold,2.64706,16.0,0.8
event,FDS,FDS,368.739990234375,13940879062.792969,Financials,Financial Exchanges & Data,Strong Sell,-4,,Hold,3.35,16.0,0.8
event,CNC,CNC,29.799999237060547,15030553176.787842,Health Care,Managed Health Care,Neutral,1,,Hold,2.61111,16.0,0.8
event,CTAS,CTAS,204.25,82308253232.0,Industrials,Diversified Support Services,Strong Sell,-4,,Hold,2.75,16.0,0.8
event,NSA,NSA,32.185001373291016,4734767994.506226,Real Estate,REIT - Industrial,Neutral,0,,Sell,3.5,15.0,0.75
event,PATH,PATH,10.845000267028809,5802498184.630829,Information Technology,Software - Infrastructure,Strong Sell,-4,,Hold,2.71429,15.0,0.75
event,CBOE,CBOE,234.22000122070312,24497069927.67334,Financials,Financial Exchanges & Data,Neutral,0,,Hold,3.0,15.0,0.75
event,KVUE,KVUE,20.514999389648438,39369718893.97266,Consumer Staples,Personal Care Products,Strong Sell,-4,,Hold,2.52941,15.0,0.75
event,KMB,KMB,127.42500305175781,42277067512.51221,Consumer Staples,Household Products,Strong Sell,-4,,Hold,2.6,15.0,0.75
event,AEP,AEP,109.7300033569336,58683058023.11133,Utilities,Electric Utilities,Sell,-2,,Hold,2.57895,15.0,0.75
event,SAM,SAM,217.44000244140625,2317497290.020752,Consumer Staples,Brewers,Sell,-3,,Hold,2.9375,14.0,0.7000000000000001
event,XRAY,XRAY,13.899999618530273,2772827523.902893,Health Care,Health Care Supplies,Sell,-2,,Hold,2.64706,14.0,0.7000000000000001
event,CHH,CHH,117.73999786376953,5447641317.160034,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Strong Sell,-6,,Hold,2.73333,14.0,0.7000000000000001
event,VNO,VNO,38.22999954223633,7980473868.602295,Real Estate,Office REITs,Neutral,1,,Hold,3.0,14.0,0.7000000000000001
event,MOH,MOH,176.77000427246094,9580934231.567383,Health Care,Managed Health Care,Neutral,-1,,Hold,2.5625,14.0,0.7000000000000001
event,K,K,78.7249984741211,27370240864.69922,Consumer Staples,Packaged Foods & Meats,Sell,-2,,Hold,3.0,14.0,0.7000000000000001
event,LEN,LEN,134.47999572753906,34645678935.13867,Consumer Discretionary,Homebuilding,Neutral,0,,Hold,2.57895,14.0,0.7000000000000001
event,ED,ED,96.87000274658203,34936360230.5603,Utilities,Electric Utilities,Sell,-2,,Hold,3.1875,14.0,0.7000000000000001
event,EXC,EXC,42.959999084472656,43389170162.68652,Utilities,Multi-Utilities,Sell,-2,,Hold,2.625,14.0,0.7000000000000001
event,LSTR,LSTR,130.86000061035156,4534757031.150818,Industrials,Cargo Ground Transportation,Neutral,-1,,Hold,2.94118,13.0,0.65
event,AGCO,AGCO,108.04000091552734,8061966476.3168335,Industrials,Agricultural & Farm Machinery,Sell,-2,NEUTRAL,Hold,2.6,13.0,0.65
event,HSIC,HSIC,67.76000213623047,8217119939.0563965,Health Care,Health Care Distributors,Sell,-3,,Hold,2.66667,13.0,0.65
event,WEC,WEC,106.29000091552734,34211135734.03711,Utilities,Electric Utilities,Neutral,0,,Hold,2.66667,13.0,0.65
event,GWW,GWW,1014.5750122070312,48529354898.88916,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Hold,2.84211,13.0,0.65
event,NVST,NVST,20.329999923706055,3378480047.3213196,Health Care,Health Care Supplies,Neutral,-1,,Hold,2.57143,12.0,0.6000000000000001
event,LCID,LCID,17.1299991607666,5263191968.065552,Consumer Discretionary,Automobile Manufacturers,Strong Sell,-6,,Hold,3.14286,12.0,0.6000000000000001
event,AOS,AOS,70.9000015258789,9935217213.821411,Industrials,Building Products,Neutral,-1,NEUTRAL,Hold,2.6,12.0,0.6000000000000001
event,RKT,RKT,17.739999771118164,37443640968.42139,Financials,Mortgage Finance,Neutral,-1,,Hold,2.76923,12.0,0.6000000000000001
event,PAYX,PAYX,135.17999267578125,48611940904.70508,Industrials,Human Resource & Employment Services,Strong Sell,-6,,Hold,3.13333,12.0,0.6000000000000001
event,D,D,58.709999084472656,50105108419.29785,Utilities,Electric Utilities,Sell,-2,,Hold,2.86667,12.0,0.6000000000000001
event,ADP,ADP,298.38299560546875,120857946076.08984,Industrials,Human Resource & Employment Services,Strong Sell,-4,,Hold,2.8,12.0,0.6000000000000001
event,JKHY,JKHY,160.53500366210938,11698410465.863037,Financials,Transaction & Payment Processing Services,Strong Sell,-4,,Hold,2.53333,11.0,0.55
event,WSO,WSO,395.0899963378906,16249616950.38147,Industrials,Trading Companies & Distributors,Strong Sell,-6,,Hold,2.8125,11.0,0.55
event,EPR,EPR,53.13999938964844,4044836077.5421143,Real Estate,Other Specialized REITs,Sell,-2,,Hold,2.69231,10.0,0.5
event,LPX,LPX,92.5,6481752500.0,Materials,Forest Products,Sell,-3,,Hold,2.7,10.0,0.5
event,HII,HII,267.7049865722656,10504904296.087646,Industrials,Aerospace & Defense,Neutral,1,,Hold,2.63636,10.0,0.5
event,AWK,AWK,140.0399932861328,27321663770.45117,Utilities,Water Utilities,Sell,-2,,Hold,2.92308,10.0,0.5
event,BHF,BHF,44.904998779296875,2566428452.2338867,Financials,Life & Health Insurance,Strong Sell,-4,,Hold,3.0,9.0,0.45
event,RHI,RHI,37.400001525878906,3805038755.241394,Industrials,Human Resource & Employment Services,Neutral,1,,Hold,3.18182,9.0,0.45
event,WEX,WEX,167.49000549316406,5738927795.219421,Financials,Transaction & Payment Processing Services,Neutral,-1,,Hold,2.61538,9.0,0.45
event,EXP,EXP,223.0399932861328,7237491654.139709,Materials,Construction Materials,Sell,-3,,Hold,2.6,9.0,0.45
event,HRL,HRL,25.344999313354492,13939699337.866333,Consumer Staples,Packaged Foods & Meats,Strong Sell,-6,,Hold,2.54545,9.0,0.45
event,DXC,DXC,14.380000114440918,2574005755.524811,Information Technology,IT Consulting & Other Services,Neutral,0,,Hold,3.33333,8.0,0.4
event,TFX,TFX,124.8550033569336,5517692192.352295,Health Care,Health Care Equipment,Neutral,1,,Hold,3.0,8.0,0.4
event,SNA,SNA,320.6050109863281,16723847430.084229,Industrials,Industrial Machinery & Supplies & Components,Sell,-3,,Hold,2.7,8.0,0.4
event,FLO,FLO,14.734600067138672,3147104289.9398804,Consumer Staples,Packaged Foods & Meats,Strong Sell,-6,,Hold,2.875,7.0,0.35000000000000003
event,AM,AM,17.790000915527344,8510932270.318359,Energy,Oil & Gas Midstream,Neutral,-1,,Hold,3.375,7.0,0.35000000000000003
event,PRI,PRI,267.3999938964844,8661433422.299194,Financials,Life & Health Insurance,Neutral,-1,,Hold,2.55556,7.0,0.35000000000000003
event,PPC,PPC,43.380001068115234,10304789460.767578,Consumer Staples,Packaged Foods & Meats,Neutral,0,,Hold,2.77778,7.0,0.35000000000000003
event,SOLV,SOLV,70.86499786376953,12287140249.603271,Health Care,Health Care Equipment,Strong Sell,-4,,Hold,2.63636,7.0,0.35000000000000003
event,VTRS,VTRS,10.550000190734863,12299928215.972046,Health Care,Pharmaceuticals,Neutral,0,,Hold,2.55556,7.0,0.35000000000000003
event,CBSH,CBSH,61.15999984741211,8161129219.638824,Financials,Regional Banks,Strong Sell,-4,,Hold,3.0,6.0,0.30000000000000004
event,LAZ,LAZ,54.303199768066406,5123908741.795349,Financials,Capital Markets,Neutral,-1,,Hold,2.71429,5.0,0.25
event,BEPC,BEPC,32.90999984741211,5931435092.498779,Utilities,Utilities - Renewable,Strong Sell,-4,,Hold,2.5,5.0,0.25
event,HLI,HLI,191.625,13473460350.0,Financials,Capital Markets,Neutral,-1,,Hold,2.71429,5.0,0.25
event,MKL,MKL,1947.7750244140625,24643249608.88672,Financials,Insurance - Property & Casualty,Neutral,1,,Hold,3.16667,5.0,0.25
event,AVT,AVT,52.38999938964844,4372611011.618408,Information Technology,Technology Distributors,Strong Sell,-4,,Hold,3.0,4.0,0.2
event,HRB,HRB,50.880001068115234,6815223503.070831,Consumer Discretionary,Specialized Consumer Services,Sell,-2,,Hold,3.25,2.0,0.1
