ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,local_label,tv_reco,tv_symbol_used,tv_exchange_used,bc_label,bc_score,final_signal,analyst_bucket,analyst_mean,analyst_votes,inv_d_label,inv_w_label,inv_m_label,inv_d_vote,inv_w_vote,inv_m_vote,rank_score
APH,APH,NYQ,135143644864.92188,110.69000244140625,Information Technology,Electronic Components,Buy,2,BUY,,,,,,BUY,,,16.0,,,,,,,2.8400000000000003
OLN,OLN,NYQ,2674597851.2535095,23.329999923706055,Materials,Diversified Chemicals,Buy,2,BUY,,,,,,BUY,,,15.0,,,,,,,2.8000000000000003
BWA,BWA,NYQ,9302735089.288452,42.9900016784668,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,BUY,,,,,,BUY,,,15.0,,,,,,,2.8000000000000003
SEE,SEE,NYQ,4755581877.979004,32.33000183105469,Materials,Paper & Plastic Packaging Products & Materials,Buy,2,BUY,,,,,,BUY,,,14.0,,,,,,,2.7600000000000002
SIRI,SIRI,NMS,7923492431.221008,23.530000686645508,Communication Services,Broadcasting,Buy,2,BUY,,,,,,BUY,,,14.0,,,,,,,2.7600000000000002
VNO,VNO,NYQ,8210098237.59082,39.33000183105469,Real Estate,Office REITs,Buy,2,BUY,,,,,,BUY,Hold,3.0,14.0,,,,,,,2.7600000000000002
PK,PK,NYQ,2378976523.738861,11.899999618530273,Real Estate,Hotel & Resort REITs,Buy,2,BUY,,,,,,BUY,Hold,2.6,13.0,,,,,,,2.72
EWBC,EWBC,NMS,14729272908.874512,106.47000122070312,Financials,Regional Banks,Buy,2,BUY,,,,,,BUY,,,13.0,,,,,,,2.72
BK,BK,NYQ,73824630607.54248,104.68000030517578,Financials,Asset Management & Custody Banks,Buy,2,BUY,,,,,,BUY,,,13.0,,,,,,,2.72
THO,THO,NYQ,5744687315.203857,108.66999816894531,Consumer Discretionary,Leisure Products,Buy,2,BUY,,,,,,BUY,Hold,2.66667,12.0,,,,,,,2.68
COLB,COLB,NMS,7960940705.479492,26.610000610351562,Financials,Regional Banks,Buy,2,BUY,,,,,,BUY,Hold,2.66667,12.0,,,,,,,2.68
PEGA,PEGA,NMS,9216132856.305786,53.869998931884766,Information Technology,Software - Application,Buy,3,BUY,,,,,,BUY,,,12.0,,,,,,,2.68
IVZ,IVZ,NYQ,9677419140.24353,21.700000762939453,Financials,Asset Management & Custody Banks,Buy,2,BUY,,,,,,BUY,,,12.0,,,,,,,2.68
MO,MO,NYQ,111931069284.28418,66.62999725341797,Consumer Staples,Tobacco,Buy,2,BUY,,,,,,BUY,Hold,2.66667,12.0,,,,,,,2.68
STAG,STAG,NYQ,6958497360.076904,36.4900016784668,Real Estate,REIT - Industrial,Buy,2,BUY,,,,,,BUY,,,11.0,,,,,,,2.64
GL,GL,NYQ,11386663150.567383,140.57000732421875,Financials,Life & Health Insurance,Buy,2,BUY,,,,,,BUY,,,11.0,,,,,,,2.64
WPC,WPC,NYQ,14615459406.104736,66.73999786376953,Real Estate,REIT - Diversified,Buy,2,BUY,,,,,,BUY,Hold,2.85714,11.0,,,,,,,2.64
NWL,NWL,NMS,2636138984.0126038,6.289999961853027,Consumer Discretionary,Housewares & Specialties,Buy,2,BUY,,,,,,BUY,,,10.0,,,,,,,2.6
INFA,INFA,NYQ,7602901794.189453,24.93000030517578,Information Technology,Software - Infrastructure,Buy,2,BUY,,,,,,BUY,,,10.0,,,,,,,2.6
HII,HII,NYQ,10568670271.087646,269.3299865722656,Industrials,Aerospace & Defense,Buy,2,BUY,,,,,,BUY,Hold,2.63636,10.0,,,,,,,2.6
BEN,BEN,NYQ,13255048910.74292,25.530000686645508,Financials,Asset Management & Custody Banks,Buy,2,BUY,,,,,,BUY,Hold,3.2,10.0,,,,,,,2.6
ATO,ATO,NYQ,26521775475.95215,165.22000122070312,Utilities,Gas Utilities,Buy,2,BUY,,,,,,BUY,Hold,2.5,10.0,,,,,,,2.6
ADM,ADM,NYQ,29654238666.503906,61.720001220703125,Consumer Staples,Agricultural Products & Services,Buy,2,BUY,,,,,,BUY,Hold,2.90909,10.0,,,,,,,2.6
FAST,FAST,NMS,57425870907.805664,49.52000045776367,Industrials,Building Products,Buy,2,BUY,,,,,,BUY,Hold,2.82353,10.0,,,,,,,2.6
AWI,AWI,NYQ,8425425905.4244995,194.61000061035156,Industrials,Building Products & Equipment,Buy,2,BUY,,,,,,BUY,,,9.0,,,,,,,2.56
OMC,OMC,NYQ,15019344573.761719,77.52999877929688,Communication Services,Advertising,Buy,2,BUY,,,,,,BUY,,,9.0,,,,,,,2.56
COLM,COLM,NMS,3101083003.499222,56.619998931884766,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,2,BUY,,,,,,BUY,,,8.0,,,,,,,2.52
FHB,FHB,NMS,3229111460.9832764,25.90999984741211,Financials,Regional Banks,Buy,2,BUY,,,,,,BUY,Sell,3.77778,8.0,,,,,,,2.52
HIW,HIW,NYQ,3381223141.47377,31.100000381469727,Real Estate,REIT - Office,Buy,2,BUY,,,,,,BUY,Hold,2.77778,8.0,,,,,,,2.52
CAR,CAR,NMS,5528546786.117554,157.08999633789062,Industrials,Passenger Ground Transportation,Buy,3,BUY,,,,,,BUY,Hold,2.77778,8.0,,,,,,,2.52
TFX,TFX,NYQ,5570502574.865723,126.05000305175781,Health Care,Health Care Equipment,Buy,2,BUY,,,,,,BUY,Hold,3.0,8.0,,,,,,,2.52
DBX,DBX,NMS,7817872752.941162,28.969999313354492,Information Technology,Software - Infrastructure,Buy,2,BUY,,,,,,BUY,,,8.0,,,,,,,2.52
WBA,WBA,NMS,0.0,11.979999542236328,Consumer Staples,Drug Retail,Buy,2,BUY,,,,,,BUY,Hold,2.75,7.0,,,,,,,2.4800000000000004
MPW,MPW,NYQ,2656862187.300293,4.420000076293945,Real Estate,Health Care REITs,Buy,2,BUY,,,,,,BUY,Hold,3.3,7.0,,,,,,,2.4800000000000004
PAG,PAG,NYQ,12131034908.276367,183.67999267578125,Consumer Discretionary,Auto & Truck Dealerships,Buy,2,BUY,,,,,,BUY,,,7.0,,,,,,,2.4800000000000004
OGN,OGN,NYQ,2555465760.166168,9.829999923706055,Health Care,Pharmaceuticals,Buy,2,BUY,,,,,,BUY,Hold,3.0,6.0,,,,,,,2.4400000000000004
SHC,SHC,NMS,4539071057.813599,15.979999542236328,Health Care,Diagnostics & Research,Buy,2,BUY,,,,,,BUY,,,6.0,,,,,,,2.4400000000000004
COOP,COOP,NCM,12110092443.525696,189.24000549316406,Financials,Commercial & Residential Mortgage Finance,Buy,2,BUY,,,,,,BUY,,,6.0,,,,,,,2.4400000000000004
EME,EME,NYQ,28079688687.45117,627.280029296875,Industrials,Construction & Engineering,Buy,2,BUY,,,,,,BUY,,,6.0,,,,,,,2.4400000000000004
IPGP,IPGP,NMS,3424878403.9604187,81.12000274658203,Information Technology,Electronic Manufacturing Services,Buy,2,BUY,,,,,,BUY,,,5.0,,,,,,,2.4000000000000004
LAMR,LAMR,NMS,12661464077.606201,126.27999877929688,Real Estate,Other Specialized REITs,Buy,2,BUY,,,,,,BUY,,,5.0,,,,,,,2.4000000000000004
FIX,FIX,NYQ,24721394321.136475,700.6900024414062,Industrials,Construction & Engineering,Buy,2,BUY,,,,,,BUY,,,5.0,,,,,,,2.4000000000000004
FAF,FAF,NYQ,6633288372.802734,65.16000366210938,Financials,Property & Casualty Insurance,Buy,2,BUY,,,,,,BUY,,,4.0,,,,,,,2.3600000000000003
KD,KD,NYQ,7398919052.032471,32.0099983215332,Information Technology,IT Consulting & Other Services,Buy,3,BUY,,,,,,BUY,,,4.0,,,,,,,2.3600000000000003
KRMN,KRMN,NYQ,7047469497.9019165,53.2599983215332,Industrials,Aerospace & Defense,Buy,3,BUY,,,,,,BUY,,,3.0,,,,,,,2.3200000000000003
JEF,JEF,NYQ,13226694936.75232,63.81999969482422,Financials,Multi-Sector Holdings,Buy,2,BUY,,,,,,BUY,Hold,2.75,3.0,,,,,,,2.3200000000000003
MRP,MRP,NYQ,5735438073.348999,34.54999923706055,Consumer Discretionary,Homebuilding,Buy,3,BUY,,,,,,BUY,,,2.0,,,,,,,2.2800000000000002
TLYS,TLYS,NYQ,53972015.23933411,2.0299999713897705,Consumer Cyclical,Apparel Retail,Buy,2,BUY,,,,,,BUY,,,1.0,,,,,,,2.24
SPOK,SPOK,NMS,371253941.138649,18.030000686645508,Healthcare,Health Information Services,Buy,3,BUY,,,,,,BUY,,,1.0,,,,,,,2.24
HEI.A,HEI-A,NYQ,38638604659.0332,250.55999755859375,Industrials,Aerospace & Defense,Buy,3,BUY,,,,,,BUY,Hold,3.0,1.0,,,,,,,2.24
L,L,NYQ,20095430310.287476,96.87999725341797,Financials,Multi-line Insurance,Buy,2,BUY,,,,,,BUY,,,,,,,,,,2.2
GTLB,GTLB,NMS,7981501548.757935,46.90999984741211,Information Technology,Software - Infrastructure,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.53571,26.0,,,,,,,2.0
EXE,EXE,NMS,23119214116.05835,97.08000183105469,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.38462,26.0,,,,,,,2.0
HUBS,HUBS,NYQ,24908554850.741577,472.7099914550781,Information Technology,Software - Application,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.41667,33.0,,,,,,,2.0
DXCM,DXCM,NMS,30948872513.302734,78.91999816894531,Health Care,Health Care Equipment,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.40741,25.0,,,,,,,2.0
FANG,FANG,NMS,41190963273.069336,142.2899932861328,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.46667,30.0,,,,,,,2.0
DDOG,DDOG,NMS,46243588067.77051,132.60000610351562,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.54545,40.0,,,,,,,2.0
SLB,SLB,NYQ,52208450560.0,35.0,Energy,Oil & Gas Equipment & Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.48276,28.0,,,,,,,2.0
HWM,HWM,NYQ,70341460746.27734,174.49000549316406,Industrials,Aerospace & Defense,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.43478,20.0,,,,,,,2.0
SNPS,SNPS,NMS,109568252376.46484,592.1199951171875,Information Technology,Application Software,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.36364,22.0,,,,,,,2.0
COP,COP,NYQ,118212175934.53125,94.6500015258789,Energy,Oil & Gas Exploration & Production,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.57692,26.0,,,,,,,2.0
MU,MU,NMS,132863113066.60547,118.72000122070312,Information Technology,Semiconductors,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.53846,35.0,,,,,,,2.0
SPGI,SPGI,NYQ,164629969018.5547,539.239990234375,Financials,Financial Exchanges & Data,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.375,21.0,,,,,,,2.0
NOW,NOW,NYQ,190788826588.3164,919.3800048828125,Information Technology,Systems Software,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.44444,40.0,,,,,,,2.0
PR,PR,NYQ,11202027034.223877,13.84000015258789,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.25,19.0,,,,,,,1.96
RBRK,RBRK,NYQ,16973205494.4375,87.72000122070312,Information Technology,Software - Infrastructure,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.33333,19.0,,,,,,,1.96
VTR,VTR,NYQ,30654068102.66455,67.44999694824219,Real Estate,Health Care REITs,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.5,18.0,,,,,,,1.92
VNOM,VNOM,NMS,12428448711.849121,38.099998474121094,Energy,Oil & Gas Storage & Transportation,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.25,16.0,,,,,,,1.8399999999999999
ALAB,ALAB,NMS,29355939104.33203,176.61000061035156,Information Technology,Semiconductors,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.5625,16.0,,,,,,,1.8399999999999999
CHRD,CHRD,NMS,6123181353.790283,106.94000244140625,Energy,Oil & Gas Exploration & Production,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.53333,15.0,,,,,,,1.7999999999999998
RVMD,RVMD,NMS,7434325177.411133,39.77000045776367,Health Care,Biotechnology,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.3125,15.0,,,,,,,1.7999999999999998
BRBR,BRBR,NYQ,5274740595.439911,41.869998931884766,Consumer Staples,Packaged Foods & Meats,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.46667,14.0,,,,,,,1.76
STLD,STLD,NMS,19076294374.19922,129.58999633789062,Materials,Steel,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.46154,13.0,,,,,,,1.72
ITT,ITT,NYQ,13144560333.251953,168.52000427246094,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.53846,12.0,,,,,,,1.68
NI,NI,NYQ,19681738975.166138,41.79999923706055,Utilities,Multi-Utilities,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.5,12.0,,,,,,,1.68
SMMT,SMMT,NGM,17471761215.56836,23.520000457763672,Health Care,Biotechnology,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.53846,11.0,,,,,,,1.64
WK,WK,NYQ,4356893299.621582,77.77999877929688,Technology,Software - Application,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.18182,10.0,,,,,,,1.6
DRS,DRS,NMS,11121322203.643799,41.790000915527344,Industrials,Aerospace & Defense,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.5,10.0,,,,,,,1.6
QXO,QXO,NYQ,13828125508.254883,20.530000686645508,Industrials,Industrial Distribution,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.18182,10.0,,,,,,,1.6
ATI,ATI,NYQ,10800533839.480957,76.51000213623047,Industrials,Aerospace & Defense,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.54545,9.0,,,,,,,1.56
CLH,CLH,NYQ,12922238774.938965,240.94000244140625,Industrials,Environmental & Facilities Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.4,9.0,,,,,,,1.56
BILL,BILL,NYQ,4687129371.448517,46.119998931884766,Information Technology,Software - Application,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.125,21.0,,,,,,,1.4
NOV,NOV,NYQ,4820317426.162598,12.979999542236328,Energy,Oil & Gas Equipment & Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.47826,21.0,,,,,,,1.4
CHX,CHX,NMS,4940988763.5199995,25.809999465942383,Energy,Oil & Gas Equipment & Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.4,5.0,,,,,,,1.4
S,S,NYQ,6011580561.032715,18.020000457763672,Information Technology,Software - Infrastructure,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.8,32.0,,,,,,,1.4
CFLT,CFLT,NMS,6629426962.188721,19.229999542236328,Information Technology,Software - Infrastructure,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.8,31.0,,,,,,,1.4
AR,AR,NYQ,9820917027.154785,31.790000915527344,Energy,Oil & Gas E&P,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.90476,21.0,,,,,,,1.4
GLPI,GLPI,NMS,13536273158.203125,47.83000183105469,Real Estate,REIT - Specialty,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.08696,22.0,,,,,,,1.4
TWLO,TWLO,NYQ,16147393832.229614,105.23999786376953,Information Technology,Software - Infrastructure,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.92857,26.0,,,,,,,1.4
MAA,MAA,NYQ,17012728734.436035,143.41000366210938,Real Estate,Multi-Family Residential REITs,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.36,24.0,,,,,,,1.4
HAL,HAL,NYQ,18407676964.65674,21.59000015258789,Energy,Oil & Gas Equipment & Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.88462,24.0,,,,,,,1.4
ZG,ZG,NMS,20114497948.78711,80.80999755859375,Real Estate,Internet Content & Information,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.26923,23.0,,,,,,,1.4
DLTR,DLTR,NMS,20810854791.015625,102.02999877929688,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.22222,22.0,,,,,,,1.4
DG,DG,NYQ,24143427677.368164,109.69000244140625,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.43333,27.0,,,,,,,1.4
EXR,EXR,NYQ,31733261378.12744,143.1999969482422,Real Estate,Self-Storage REITs,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.33333,20.0,,,,,,,1.4
TSCO,TSCO,NMS,31871312956.54297,60.13999938964844,Consumer Discretionary,Other Specialty Retail,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.21875,27.0,,,,,,,1.4
CTSH,CTSH,NMS,35076600570.95337,71.81999969482422,Information Technology,IT Consulting & Other Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.48,22.0,,,,,,,1.4
VMC,VMC,NYQ,38058316587.1582,288.04998779296875,Materials,Construction Materials,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.61905,21.0,,,,,,,1.4
EOG,EOG,NYQ,65835839833.663086,120.58000183105469,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.125,29.0,,,,,,,1.4
PYPL,PYPL,NMS,66532522222.643555,69.63999938964844,Financials,Transaction & Payment Processing Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.33333,32.0,,,,,,,1.4
WMB,WMB,NYQ,70498722688.34814,57.72999954223633,Energy,Oil & Gas Storage & Transportation,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.0,20.0,,,,,,,1.4
MDLZ,MDLZ,NMS,79319131070.39453,61.29999923706055,Consumer Staples,Packaged Foods & Meats,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.76923,24.0,,,,,,,1.4
CI,CI,NYQ,80206528372.5586,300.4800109863281,Health Care,Managed Health Care,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.66667,23.0,,,,,,,1.4
NOC,NOC,NYQ,83190760876.35156,581.010009765625,Industrials,Aerospace & Defense,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.22727,20.0,,,,,,,1.4
WM,WM,NYQ,90399085365.76758,224.41000366210938,Industrials,Environmental & Facilities Services,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.04348,20.0,,,,,,,1.4
SHW,SHW,NYQ,90515355781.39844,363.0299987792969,Materials,Specialty Chemicals,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.07407,21.0,,,,,,,1.4
PH,PH,NYQ,94825281171.38672,748.530029296875,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.66667,21.0,,,,,,,1.4
VRTX,VRTX,NMS,101689800341.05078,396.6199951171875,Health Care,Biotechnology,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.0,25.0,,,,,,,1.4
PLD,PLD,NYQ,102968584354.97656,110.94999694824219,Real Estate,Industrial REITs,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.04167,20.0,,,,,,,1.4
DASH,DASH,NMS,106298934622.85742,248.8300018310547,Consumer Discretionary,Interactive Media & Services,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.8,36.0,,,,,,,1.4
NKE,NKE,NYQ,110383500453.32129,74.73999786376953,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.17949,34.0,,,,,,,1.4
CMCSA,CMCSA,NMS,125128991935.2539,33.88999938964844,Communication Services,Cable & Satellite,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.24138,27.0,,,,,,,1.4
UNP,UNP,NYQ,133166216743.61133,221.75999450683594,Industrials,Rail Transportation,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.03704,25.0,,,,,,,1.4
GILD,GILD,NMS,140199117441.5039,112.98999786376953,Health Care,Biotechnology,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.71429,25.0,,,,,,,1.4
PFE,PFE,NYQ,145774623203.8086,24.790000915527344,Health Care,Pharmaceuticals,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.45833,22.0,,,,,,,1.4
LOW,LOW,NYQ,146195863148.71484,260.67999267578125,Consumer Discretionary,Home Improvement Retail,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.97143,31.0,,,,,,,1.4
SYK,SYK,NYQ,148549210095.11328,388.55999755859375,Health Care,Health Care Equipment,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.90323,27.0,,,,,,,1.4
QCOM,QCOM,NMS,169705128748.78125,157.27999877929688,Information Technology,Semiconductors,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.19444,27.0,,,,,,,1.4
TMO,TMO,NYQ,182971889990.47852,484.54998779296875,Health Care,Life Sciences Tools & Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.68966,25.0,,,,,,,1.4
VZ,VZ,NYQ,184421843876.95312,43.7400016784668,Communication Services,Integrated Telecommunication Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.26923,23.0,,,,,,,1.4
UBER,UBER,NYQ,193818942865.4375,92.94000244140625,Industrials,Passenger Ground Transportation,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.61111,49.0,,,,,,,1.4
CAT,CAT,NYQ,194475003513.46484,415.1199951171875,Industrials,Construction Machinery & Heavy Transportation Equipment,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.04,22.0,,,,,,,1.4
DV,DV,NYQ,2613139203.69339,15.970000267028809,Information Technology,Software - Application,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.35,19.0,,,,,,,1.3599999999999999
CHE,CHE,NYQ,6697590542.150879,459.6300048828125,Health Care,Health Care Services,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Strong Buy,1.25,4.0,,,,,,,1.3599999999999999
MOS,MOS,NYQ,10375085861.107666,32.689998626708984,Materials,Fertilizers & Agricultural Chemicals,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.0,19.0,,,,,,,1.3599999999999999
SAIL,SAIL,NMS,11705066883.939331,21.030000686645508,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.83333,19.0,,,,,,,1.3599999999999999
REG,REG,NMS,13140010558.53003,72.2300033569336,Real Estate,Retail REITs,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.8,19.0,,,,,,,1.3599999999999999
H,H,NYQ,13696368633.117676,143.44000244140625,Consumer Discretionary,Lodging,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.1,19.0,,,,,,,1.3599999999999999
WSM,WSM,NYQ,23399513294.677734,192.1300048828125,Consumer Discretionary,Homefurnishing Retail,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.3913,19.0,,,,,,,1.3599999999999999
FICO,FICO,NYQ,36503626775.0,1520.75,Information Technology,Application Software,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.84211,19.0,,,,,,,1.3599999999999999
FERG,FERG,NYQ,46141724752.53296,229.9199981689453,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.95455,19.0,,,,,,,1.3599999999999999
PSA,PSA,NYQ,51190166659.328125,291.760009765625,Real Estate,Self-Storage REITs,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.0,19.0,,,,,,,1.3599999999999999
ALL,ALL,NYQ,53905218143.4082,204.57000732421875,Financials,Property & Casualty Insurance,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.86364,19.0,,,,,,,1.3599999999999999
KMI,KMI,NYQ,59462217487.921875,26.729999542236328,Energy,Oil & Gas Storage & Transportation,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.95,19.0,,,,,,,1.3599999999999999
NSC,NSC,NYQ,62413039807.73926,278.19000244140625,Industrials,Rail Transportation,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.43478,19.0,,,,,,,1.3599999999999999
APLS,APLS,NMS,3510861903.6483765,27.799999237060547,Health Care,Biotechnology,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.95238,18.0,,,,,,,1.3199999999999998
AXTA,AXTA,NYQ,6670479034.767151,30.799999237060547,Materials,Specialty Chemicals,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,1.94737,18.0,,,,,,,1.3199999999999998
BXP,BXP,NYQ,12893424276.916016,73.77999877929688,Real Estate,Office REITs,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,2.2381,18.0,,,,,,,1.3199999999999998
IOT,IOT,NYQ,20217120404.388428,35.5099983215332,Information Technology,Systems Software,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.95,18.0,,,,,,,1.3199999999999998
AIG,AIG,NYQ,45062680728.296875,81.33999633789062,Financials,Property & Casualty Insurance,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.31579,18.0,,,,,,,1.3199999999999998
PCOR,PCOR,NYQ,10306243523.557373,68.62000274658203,Information Technology,Software - Application,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.85714,17.0,,,,,,,1.28
SUI,SUI,NYQ,16184286382.598877,125.41000366210938,Real Estate,REIT - Residential,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.23529,17.0,,,,,,,1.28
VLTO,VLTO,NYQ,26074275353.707275,105.06999969482422,Industrials,Pollution & Treatment Controls,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.94444,17.0,,,,,,,1.28
XYL,XYL,NYQ,34004376257.17163,139.6999969482422,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,1.95238,17.0,,,,,,,1.28
MMM,MMM,NYQ,80959762432.0,152.0,Industrials,Industrial Conglomerates,Neutral,-1,NEUTRAL,,,,,,NEUTRAL,Buy,2.11111,17.0,,,,,,,1.28
EPAM,EPAM,NYQ,9694045614.97345,174.0500030517578,Information Technology,IT Consulting & Other Services,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.70588,16.0,,,,,,,1.24
DOC,DOC,NYQ,12320984613.729492,17.729999542236328,Real Estate,Health Care REITs,Neutral,0,NEUTRAL,,,,,,NEUTRAL,Buy,1.89474,16.0,,,,,,,1.24
DGX,DGX,NYQ,20073346115.737915,179.50999450683594,Health Care,Health Care Services,Neutral,1,NEUTRAL,,,,,,NEUTRAL,Buy,2.16667,16.0,,,,,,,1.24
