date,ticker,score,bucket,themes,price,mcap_usd
2026-01-05,OSIS,65.5,60-70,defense,271.38,
2026-01-05,NVT,65.4,60-70,equipement_electrique|gestion_thermique,106.25,
2026-01-05,INTC,64.7,60-70,semiconducteurs,39.37,
2026-01-05,CDRE,64.6,60-70,defense,41.73,
2026-01-05,MPWR,64.5,60-70,semiconducteurs,951.67,
2026-01-05,GD,64.3,60-70,defense,350.93,
2026-01-05,SMTC,64.0,60-70,semiconducteurs,74.34,
2026-01-05,UCTT,63.6,60-70,semiconducteurs,29.65,
2026-01-05,DNN,63.5,60-70,production_energie,3.22,
2026-01-05,KTOS,63.0,60-70,defense|espace,89.93,
2026-01-05,SLAB,62.5,60-70,semiconducteurs,137.93,
2026-01-05,DUOT,62.2,60-70,ia,10.05,
2026-01-05,MTSI,61.7,60-70,laser_photonique|semiconducteurs,170.76,
2026-01-05,ECHO,61.6,60-70,espace,110.67,
2026-01-05,AMKR,61.1,60-70,semiconducteurs,47.98,
2026-01-05,MRVL,60.9,60-70,ia|semiconducteurs,90.12,
2026-01-05,TATT,59.4,50-60,defense,49.22,
2026-01-05,FLNC,59.3,50-60,equipement_electrique,22.25,
2026-01-05,FN,59.2,50-60,laser_photonique,456.9,
2026-01-05,SHLS,59.2,50-60,equipement_electrique,8.89,
2026-01-05,TLN,59.2,50-60,production_energie,395.2,
2026-01-05,PWR,59.1,50-60,equipement_electrique,435.67,
2026-01-05,SITM,58.9,50-60,semiconducteurs,333.03,
2026-01-05,TSAT,58.9,50-60,espace,30.94,
2026-01-05,LDOS,58.6,50-60,defense,194.32,
2026-01-05,TXN,58.4,50-60,semiconducteurs,175.13,
2026-01-05,BWXT,58.2,50-60,defense|gestion_thermique|production_energie,188.51,
2026-01-05,STRL,57.7,50-60,gestion_thermique,327.11,
2026-01-05,AMBA,56.7,50-60,ia|semiconducteurs,77.11,
2026-01-05,TSEM,56.5,50-60,semiconducteurs,119.29,
2026-01-05,UROY,56.3,50-60,production_energie,4.06,
2026-01-05,NVDA,56.2,50-60,ia|robotique|semiconducteurs,187.89,
2026-01-05,BLDP,56.2,50-60,production_energie,2.76,
2026-01-05,AMPG,56.1,50-60,quantique,3.65,
2026-01-05,CRNC,55.9,50-60,ia,11.09,
2026-01-05,SES,55.8,50-60,new_tech,2.13,
2026-01-05,RMBS,55.5,50-60,semiconducteurs,97.5,
2026-01-05,GFS,54.9,50-60,semiconducteurs,37.08,
2026-01-05,GSAT,54.7,50-60,espace,64.08,
2026-01-05,ENPH,54.6,50-60,production_energie,34.0,
2026-01-05,TSLA,54.2,50-60,new_tech,451.67,
2026-01-05,DIOD,54.0,50-60,semiconducteurs,52.03,
2026-01-05,KRMN,53.7,50-60,defense|espace,83.99,
2026-01-05,AEHR,53.3,50-60,new_tech|semiconducteurs,23.49,
2026-01-05,ATKR,53.0,50-60,equipement_electrique,65.77,
2026-01-05,CEG,52.8,50-60,production_energie,353.92,
2026-01-05,AMRC,52.7,50-60,gestion_thermique,30.92,
2026-01-05,MU,52.6,50-60,semiconducteurs,312.02,
2026-01-05,QRVO,52.1,50-60,semiconducteurs,87.06,
2026-01-05,NRG,52.0,50-60,production_energie,160.6,
2026-01-05,PLTR,51.8,50-60,defense|ia|new_tech,174.04,
2026-01-05,SPXC,51.6,50-60,equipement_electrique|gestion_thermique,205.44,
2026-01-05,EU,51.4,50-60,production_energie,2.78,
2026-01-05,GDYN,51.4,50-60,ia,9.37,
2026-01-05,POET,50.9,50-60,ia|laser_photonique|new_tech|quantique|semiconducteurs,7.43,
2026-01-05,ALAB,50.7,50-60,ia,167.11,
2026-01-05,ICHR,50.3,50-60,semiconducteurs,20.94,
2026-01-05,VRT,50.2,50-60,equipement_electrique|gestion_thermique|ia,173.87,
2026-01-05,HYLN,50.1,50-60,equipement_electrique,1.92,
2026-01-05,SYM,50.0,50-60,robotique,68.62,
2026-01-12,GOOGL,88.4,70+,ia,331.43,
2026-01-12,QTUM,86.9,70+,quantique,117.34,
2026-01-12,ROK,85.1,70+,robotique,411.43,
2026-01-12,CTS,84.9,70+,gestion_thermique,46.32,
2026-01-12,SMTC,83.2,70+,semiconducteurs,79.68,
2026-01-12,ENS,82.3,70+,equipement_electrique,161.08,
2026-01-12,LASR,81.5,70+,laser_photonique|semiconducteurs,41.57,
2026-01-12,MKSI,81.3,70+,laser_photonique,185.6,
2026-01-12,KLAC,80.3,70+,semiconducteurs,142.45,
2026-01-12,VECO,79.4,70+,semiconducteurs,33.83,
2026-01-12,ALNT,78.5,70+,gestion_thermique,60.83,
2026-01-12,AEIS,78.4,70+,equipement_electrique,227.45,
2026-01-12,COHU,78.2,70+,semiconducteurs,27.62,
2026-01-12,PDFS,77.9,70+,semiconducteurs,31.87,
2026-01-12,TER,77.6,70+,robotique,224.18,
2026-01-12,CW,77.4,70+,defense,624.17,
2026-01-12,ADI,77.3,70+,semiconducteurs,292.14,
2026-01-12,GHM,77.3,70+,gestion_thermique,72.17,
2026-01-12,POWL,76.8,70+,equipement_electrique,128.74,
2026-01-12,LSCC,76.7,70+,ia|semiconducteurs,83.1,
2026-01-12,ACLS,76.6,70+,semiconducteurs,95.72,
2026-01-12,EMR,76.5,70+,equipement_electrique,144.22,
2026-01-12,FIX,76.2,70+,gestion_thermique,1037.23,
2026-01-12,WLDN,75.9,70+,gestion_thermique,121.6,
2026-01-12,PLPC,75.6,70+,equipement_electrique,242.74,
2026-01-12,TSM,75.6,70+,semiconducteurs,330.06,
2026-01-12,AMAT,75.2,70+,semiconducteurs,306.48,
2026-01-12,INTC,74.7,70+,semiconducteurs,44.06,
2026-01-12,RTX,74.7,70+,defense,192.41,
2026-01-12,GFS,74.1,70+,semiconducteurs,39.83,
2026-01-12,DCO,74.0,70+,defense,109.25,
2026-01-12,MTSI,73.8,70+,laser_photonique|semiconducteurs,197.55,
2026-01-12,ASML,73.3,70+,semiconducteurs,1276.75,
2026-01-12,HUBB,72.7,70+,equipement_electrique,470.19,
2026-01-12,DIOD,72.4,70+,semiconducteurs,54.29,
2026-01-12,BRKR,72.1,70+,robotique,53.28,
2026-01-12,NXPI,71.4,70+,semiconducteurs,236.3,
2026-01-12,ONTO,71.1,70+,semiconducteurs,191.03,
2026-01-12,ISRG,70.9,70+,robotique,572.75,
2026-01-12,LMT,70.9,70+,defense,544.78,
2026-01-12,MCHP,70.1,70+,semiconducteurs,72.6,
2026-01-12,TXN,69.7,60-70,semiconducteurs,186.89,
2026-01-12,MYRG,69.4,60-70,equipement_electrique,225.99,
2026-01-12,NOC,69.3,60-70,defense,624.56,
2026-01-12,HEI,69.2,60-70,defense,356.61,
2026-01-12,CCJ,69.1,60-70,production_energie,109.79,
2026-01-12,FLNC,69.1,60-70,equipement_electrique,23.28,
2026-01-12,AZZ,68.8,60-70,equipement_electrique,121.11,
2026-01-12,LHX,68.7,60-70,defense,338.13,
2026-01-12,BWXT,68.4,60-70,defense|gestion_thermique|production_energie,206.06,
2026-01-12,NXE,67.6,60-70,production_energie,11.11,
2026-01-12,VVX,67.4,60-70,defense|laser_photonique,65.05,
2026-01-12,SLAB,67.4,60-70,semiconducteurs,145.12,
2026-01-12,HII,67.2,60-70,defense,395.3,
2026-01-12,NVMI,67.0,60-70,semiconducteurs,403.62,
2026-01-12,COHR,66.9,60-70,laser_photonique,185.18,
2026-01-12,MXL,66.8,60-70,semiconducteurs,18.42,
2026-01-12,LII,66.6,60-70,gestion_thermique,530.42,
2026-01-12,CRNC,66.1,60-70,ia,12.31,
2026-01-12,SHLS,66.0,60-70,equipement_electrique,9.62,
2026-01-12,STM,66.0,60-70,semiconducteurs,28.24,
2026-01-12,TDG,65.9,60-70,defense,1386.12,
2026-01-12,TSEM,65.9,60-70,semiconducteurs,121.3,
2026-01-12,GD,65.3,60-70,defense,356.24,
2026-01-12,ATKR,64.6,60-70,equipement_electrique,67.67,
2026-01-12,ON,64.3,60-70,semiconducteurs,58.75,
2026-01-12,UROY,64.2,60-70,production_energie,4.23,
2026-01-12,VIAV,64.2,60-70,laser_photonique,18.05,
2026-01-12,ENPH,63.1,60-70,production_energie,36.68,
2026-01-12,SES,62.9,60-70,new_tech,2.2,
2026-01-12,VSAT,62.7,60-70,espace,40.42,
2026-01-12,DUOT,62.3,60-70,ia,10.52,
2026-01-12,SMP,62.2,60-70,gestion_thermique,38.1,
2026-01-12,SITM,62.0,60-70,semiconducteurs,344.53,
2026-01-12,NVT,61.7,60-70,equipement_electrique|gestion_thermique,106.03,
2026-01-12,CAMT,61.7,60-70,semiconducteurs,137.8,
2026-01-12,IRDM,61.6,60-70,espace,19.38,
2026-01-12,URG,61.5,60-70,production_energie,1.69,
2026-01-12,BLDP,60.9,60-70,production_energie,2.79,
2026-01-12,PLTR,60.5,60-70,defense|ia|new_tech,179.41,
2026-01-12,MPWR,60.4,60-70,semiconducteurs,963.76,
2026-01-12,DNN,59.7,50-60,production_energie,3.38,
2026-01-12,BBAI,59.3,50-60,defense|ia|new_tech,6.31,
2026-01-12,TSAT,59.3,50-60,espace,34.97,
2026-01-12,OSIS,59.1,50-60,defense,269.12,
2026-01-12,GEV,58.9,50-60,equipement_electrique|production_energie,639.06,
2026-01-12,CDRE,58.8,50-60,defense,42.04,
2026-01-12,SYM,58.3,50-60,robotique,73.23,
2026-01-12,FN,58.2,50-60,laser_photonique,462.94,
2026-01-12,UEC,58.1,50-60,production_energie,15.95,
2026-01-12,ESE,57.2,50-60,equipement_electrique,213.43,
2026-01-12,GDYN,57.1,50-60,ia,9.71,
2026-01-12,TATT,56.6,50-60,defense,52.9,
2026-01-12,VRT,55.9,50-60,equipement_electrique|gestion_thermique|ia,169.95,
2026-01-12,POWI,55.8,50-60,equipement_electrique|semiconducteurs,41.25,
2026-01-12,AMRC,55.8,50-60,gestion_thermique,31.07,
2026-01-12,AVGO,55.7,50-60,ia|semiconducteurs,350.92,
2026-01-12,SPXC,55.7,50-60,equipement_electrique|gestion_thermique,208.56,
2026-01-12,FORM,55.2,50-60,semiconducteurs,73.12,
2026-01-12,NVDA,55.0,50-60,ia|robotique|semiconducteurs,184.71,
2026-01-12,NNDM,54.6,50-60,new_tech|robotique,1.7,
2026-01-12,TSLA,54.5,50-60,new_tech,448.96,
2026-01-12,QCOM,54.4,50-60,semiconducteurs,167.57,
2026-01-12,EU,54.3,50-60,production_energie,2.98,
2026-01-12,CGNX,54.0,50-60,robotique,39.32,
2026-01-12,HYLN,53.4,50-60,equipement_electrique,1.98,
2026-01-12,ALAB,52.7,50-60,ia,172.57,
2026-01-12,GSAT,52.4,50-60,espace,63.8,
2026-01-12,LDOS,52.1,50-60,defense,194.43,
2026-01-12,CRUS,52.0,50-60,semiconducteurs,121.41,
2026-01-12,AEHR,51.7,50-60,new_tech|semiconducteurs,26.35,
2026-01-12,IONQ,51.7,50-60,new_tech|quantique,50.95,
2026-01-12,MRCY,51.1,50-60,defense|espace,97.02,
2026-01-12,LRCX,51.1,50-60,semiconducteurs,219.98,
2026-01-12,MU,50.7,50-60,semiconducteurs,345.72,
2026-01-12,AMKR,50.6,50-60,semiconducteurs,51.42,
2026-01-12,ECHO,50.5,50-60,espace,126.07,
2026-01-12,OMCL,50.4,50-60,robotique,51.19,
2026-01-20,QTUM,80.0,70+,quantique,115.71,
2026-01-20,ALAB,79.3,70+,ia,183.75,
2026-01-20,MYRG,79.0,70+,equipement_electrique,247.17,
2026-01-20,NVT,78.4,70+,equipement_electrique|gestion_thermique,109.53,
2026-01-20,CTS,77.9,70+,gestion_thermique,47.5,
2026-01-20,TSEM,77.0,70+,semiconducteurs,129.0,
2026-01-20,OSIS,76.7,70+,defense,288.0,
2026-01-20,MPWR,76.3,70+,semiconducteurs,1030.85,
2026-01-20,FIX,75.3,70+,gestion_thermique,1133.72,
2026-01-20,GEV,75.1,70+,equipement_electrique|production_energie,684.1,
2026-01-20,UROY,75.0,70+,production_energie,4.49,
2026-01-20,ALNT,74.9,70+,gestion_thermique,61.1,
2026-01-20,SMTC,74.8,70+,semiconducteurs,76.99,
2026-01-20,GOOGL,74.5,70+,ia,321.58,
2026-01-20,ENS,73.8,70+,equipement_electrique,167.98,
2026-01-20,ATKR,73.4,70+,equipement_electrique,70.52,
2026-01-20,CRUS,73.0,70+,semiconducteurs,125.65,
2026-01-20,VRT,72.9,70+,equipement_electrique|gestion_thermique|ia,175.1,
2026-01-20,VIAV,72.1,70+,laser_photonique,18.64,
2026-01-20,PWR,72.0,70+,equipement_electrique,463.33,
2026-01-20,ESE,71.8,70+,equipement_electrique,220.39,
2026-01-20,RMBS,71.7,70+,semiconducteurs,110.1,
2026-01-20,GHM,71.2,70+,gestion_thermique,72.45,
2026-01-20,SPXC,70.9,70+,equipement_electrique|gestion_thermique,217.9,
2026-01-20,TDG,70.9,70+,defense,1448.55,
2026-01-20,CW,70.8,70+,defense,649.98,
2026-01-20,ROK,70.3,70+,robotique,401.36,
2026-01-20,TSAT,70.0,70+,espace,34.66,
2026-01-20,CDRE,69.9,60-70,defense,42.11,
2026-01-20,ADI,69.5,60-70,semiconducteurs,293.94,
2026-01-20,GFS,69.3,60-70,semiconducteurs,43.56,
2026-01-20,AZZ,69.2,60-70,equipement_electrique,121.2,
2026-01-20,COHR,69.1,60-70,laser_photonique,193.46,
2026-01-20,DIOD,69.1,60-70,semiconducteurs,56.34,
2026-01-20,AEIS,68.6,60-70,equipement_electrique,250.8,
2026-01-20,ASML,68.6,60-70,semiconducteurs,1321.44,
2026-01-20,NOC,68.5,60-70,defense,652.33,
2026-01-20,MCHP,68.3,60-70,semiconducteurs,72.38,
2026-01-20,ON,68.3,60-70,semiconducteurs,60.06,
2026-01-20,HUBB,68.0,60-70,equipement_electrique,469.85,
2026-01-20,SITM,67.8,60-70,semiconducteurs,363.13,
2026-01-20,RTX,67.7,60-70,defense,194.9,
2026-01-20,KLAC,67.4,60-70,semiconducteurs,148.24,
2026-01-20,AMD,67.3,60-70,ia|semiconducteurs,231.92,
2026-01-20,TER,67.3,60-70,robotique,223.8,
2026-01-20,ALGM,67.1,60-70,semiconducteurs,32.97,
2026-01-20,PLPC,66.3,60-70,equipement_electrique,238.98,
2026-01-20,AMAT,65.9,60-70,semiconducteurs,317.44,
2026-01-20,MXL,65.7,60-70,semiconducteurs,19.37,
2026-01-20,LMT,65.5,60-70,defense,569.31,
2026-01-20,DCO,65.3,60-70,defense,112.27,
2026-01-20,PDFS,65.1,60-70,semiconducteurs,35.63,
2026-01-20,TATT,64.8,60-70,defense,52.3,
2026-01-20,DUOT,64.7,60-70,ia,10.75,
2026-01-20,EU,64.6,60-70,production_energie,3.09,
2026-01-20,CCJ,64.5,60-70,production_energie,115.8,
2026-01-20,EMR,64.5,60-70,equipement_electrique,144.08,
2026-01-20,BWXT,64.3,60-70,defense|gestion_thermique|production_energie,205.51,
2026-01-20,SHLS,64.1,60-70,equipement_electrique,9.21,
2026-01-20,WLDN,63.9,60-70,gestion_thermique,130.83,
2026-01-20,NNDM,63.0,60-70,new_tech|robotique,1.77,
2026-01-20,VVX,62.7,60-70,defense|laser_photonique,67.28,
2026-01-20,COHU,62.7,60-70,semiconducteurs,28.51,
2026-01-20,HII,62.3,60-70,defense,412.5,
2026-01-20,FN,62.0,60-70,laser_photonique,482.56,
2026-01-20,TSM,61.7,60-70,semiconducteurs,325.48,
2026-01-20,LSCC,61.3,60-70,ia|semiconducteurs,83.23,
2026-01-20,BRKR,61.2,60-70,robotique,49.72,
2026-01-20,GD,60.9,60-70,defense,355.94,
2026-01-20,HYLN,60.8,60-70,equipement_electrique,2.07,
2026-01-20,HEI,60.2,60-70,defense,344.39,
2026-01-20,GNRC,59.7,50-60,equipement_electrique,162.06,
2026-01-20,LHX,59.5,50-60,defense,339.77,
2026-01-20,LEU,59.4,50-60,production_energie,315.92,
2026-01-20,SLAB,59.3,50-60,semiconducteurs,145.41,
2026-01-20,MKSI,58.9,50-60,laser_photonique,210.3,
2026-01-20,SMP,58.8,50-60,gestion_thermique,37.81,
2026-01-20,INTC,58.7,50-60,semiconducteurs,48.56,
2026-01-20,VECO,58.7,50-60,semiconducteurs,31.32,
2026-01-20,NBIS,58.3,50-60,ia,99.29,
2026-01-20,STM,58.3,50-60,semiconducteurs,27.01,
2026-01-20,CAMT,58.2,50-60,semiconducteurs,144.54,
2026-01-20,AAOI,58.0,50-60,laser_photonique|semiconducteurs,39.26,
2026-01-20,FLNC,57.7,50-60,equipement_electrique,25.51,
2026-01-20,LASR,57.5,50-60,laser_photonique|semiconducteurs,45.25,
2026-01-20,SES,57.5,50-60,new_tech,2.17,
2026-01-20,NXE,56.9,50-60,production_energie,12.0,
2026-01-20,CGNX,56.5,50-60,robotique,38.81,
2026-01-20,MTSI,56.4,50-60,laser_photonique|semiconducteurs,221.7,
2026-01-20,NXPI,55.8,50-60,semiconducteurs,228.73,
2026-01-20,POWL,55.7,50-60,equipement_electrique,142.65,
2026-01-20,STEM,55.3,50-60,equipement_electrique,19.84,
2026-01-20,NVEC,55.2,50-60,semiconducteurs,66.49,
2026-01-20,TXN,55.2,50-60,semiconducteurs,187.41,
2026-01-20,KLIC,55.0,50-60,semiconducteurs,56.45,
2026-01-20,FCEL,54.8,50-60,new_tech|production_energie,8.64,
2026-01-20,STRL,54.8,50-60,gestion_thermique,349.59,
2026-01-20,AEHR,54.7,50-60,new_tech|semiconducteurs,29.06,
2026-01-20,MRCY,54.5,50-60,defense|espace,97.1,
2026-01-20,AMRC,53.6,50-60,gestion_thermique,31.16,
2026-01-20,DNN,53.6,50-60,production_energie,3.69,
2026-01-20,OMCL,53.5,50-60,robotique,49.06,
2026-01-20,VSAT,52.8,50-60,espace,41.92,
2026-01-20,STXS,52.7,50-60,robotique,2.64,
2026-01-20,LRCX,52.6,50-60,semiconducteurs,221.99,
2026-01-20,PLAB,52.6,50-60,semiconducteurs,34.44,
2026-01-20,NVTS,52.0,50-60,equipement_electrique|new_tech|robotique|semiconducteurs,9.86,
2026-01-20,GSAT,51.9,50-60,espace,59.85,
2026-01-20,ACLS,51.3,50-60,semiconducteurs,88.16,
2026-01-20,DRS,51.3,50-60,defense,41.9,
2026-01-20,INOD,51.3,50-60,ia,61.62,
2026-01-20,SYM,51.3,50-60,robotique,63.12,
2026-01-20,IRDM,51.0,50-60,espace,18.92,
2026-01-20,LDOS,50.9,50-60,defense,189.78,
2026-01-20,ABAT,50.5,50-60,new_tech,4.85,
2026-01-20,LITE,50.3,50-60,laser_photonique,356.83,
2026-01-27,VRT,87.2,70+,equipement_electrique|gestion_thermique|ia,189.13,
2026-01-27,GOOGL,84.3,70+,ia,334.12,
2026-01-27,QTUM,83.2,70+,quantique,119.54,
2026-01-27,NNDM,78.2,70+,new_tech|robotique,1.95,
2026-01-27,STM,77.6,70+,semiconducteurs,29.24,
2026-01-27,FIX,77.5,70+,gestion_thermique,1159.32,
2026-01-27,TER,76.8,70+,robotique,238.75,
2026-01-27,VIAV,76.8,70+,laser_photonique,20.7,
2026-01-27,NVT,76.6,70+,equipement_electrique|gestion_thermique,112.99,
2026-01-27,COHR,76.6,70+,laser_photonique,214.0,
2026-01-27,STRL,75.8,70+,gestion_thermique,372.25,
2026-01-27,ROK,75.2,70+,robotique,417.01,
2026-01-27,CTS,74.7,70+,gestion_thermique,51.0,
2026-01-27,MPWR,73.2,70+,semiconducteurs,1091.64,
2026-01-27,ENS,72.5,70+,equipement_electrique,179.39,
2026-01-27,HUBB,72.4,70+,equipement_electrique,481.38,
2026-01-27,TSEM,72.4,70+,semiconducteurs,132.62,
2026-01-27,TXN,72.3,70+,semiconducteurs,194.37,
2026-01-27,ESE,72.0,70+,equipement_electrique,223.59,
2026-01-27,CW,71.8,70+,defense,659.73,
2026-01-27,DIOD,71.8,70+,semiconducteurs,58.16,
2026-01-27,GEV,71.7,70+,equipement_electrique|production_energie,691.93,
2026-01-27,SPXC,71.7,70+,equipement_electrique|gestion_thermique,215.68,
2026-01-27,ADI,71.7,70+,semiconducteurs,302.05,
2026-01-27,TATT,70.7,70+,defense,53.65,
2026-01-27,NVDA,70.2,70+,ia|robotique|semiconducteurs,188.29,
2026-01-27,RTX,70.1,70+,defense,199.78,
2026-01-27,PWR,69.7,60-70,equipement_electrique,479.1,
2026-01-27,MYRG,69.5,60-70,equipement_electrique,253.08,
2026-01-27,ON,69.5,60-70,semiconducteurs,62.63,
2026-01-27,BWXT,69.2,60-70,defense|gestion_thermique|production_energie,211.82,
2026-01-27,EMR,69.2,60-70,equipement_electrique,146.51,
2026-01-27,INDI,69.1,60-70,semiconducteurs,4.57,
2026-01-27,TSM,68.9,60-70,semiconducteurs,336.6,
2026-01-27,NOC,68.8,60-70,defense,673.61,
2026-01-27,LMT,68.7,60-70,defense,587.98,
2026-01-27,WLDN,68.7,60-70,gestion_thermique,134.94,
2026-01-27,SMTC,68.6,60-70,semiconducteurs,79.49,
2026-01-27,SHLS,68.3,60-70,equipement_electrique,9.57,
2026-01-27,CRUS,67.6,60-70,semiconducteurs,129.6,
2026-01-27,VSAT,67.5,60-70,espace,45.04,
2026-01-27,IPGP,67.4,60-70,laser_photonique,90.63,
2026-01-27,PLPC,67.2,60-70,equipement_electrique,240.7,
2026-01-27,TDG,67.1,60-70,defense,1427.18,
2026-01-27,SMP,66.7,60-70,gestion_thermique,39.24,
2026-01-27,AMAT,66.6,60-70,semiconducteurs,331.88,
2026-01-27,LHX,66.6,60-70,defense,357.84,
2026-01-27,FN,66.4,60-70,laser_photonique,498.59,
2026-01-27,HII,66.4,60-70,defense,419.66,
2026-01-27,ALNT,66.3,60-70,gestion_thermique,60.76,
2026-01-27,AMD,65.9,60-70,ia|semiconducteurs,252.03,
2026-01-27,KLAC,65.7,60-70,semiconducteurs,161.22,
2026-01-27,VVX,64.9,60-70,defense|laser_photonique,68.79,
2026-01-27,GD,64.6,60-70,defense,363.33,
2026-01-27,LSCC,64.5,60-70,ia|semiconducteurs,84.96,
2026-01-27,ATKR,64.5,60-70,equipement_electrique,70.11,
2026-01-27,MCHP,64.3,60-70,semiconducteurs,74.35,
2026-01-27,DCO,64.0,60-70,defense,111.29,
2026-01-27,GSAT,63.8,60-70,espace,63.44,
2026-01-27,COHU,63.4,60-70,semiconducteurs,28.99,
2026-01-27,OSIS,62.9,60-70,defense,276.97,
2026-01-27,AZZ,62.7,60-70,equipement_electrique,122.5,
2026-01-27,AEIS,61.6,60-70,equipement_electrique,259.39,
2026-01-27,META,61.5,60-70,ia,671.77,
2026-01-27,MRCY,61.3,60-70,defense|espace,101.04,
2026-01-27,CAMT,61.0,60-70,semiconducteurs,147.78,
2026-01-27,ALAB,60.9,60-70,ia,170.93,
2026-01-27,CMTL,60.7,60-70,defense|espace,5.95,
2026-01-27,GFS,60.7,60-70,semiconducteurs,47.34,
2026-01-27,POWI,60.6,60-70,equipement_electrique|semiconducteurs,45.6,
2026-01-27,VECO,60.3,60-70,semiconducteurs,32.26,
2026-01-27,CRNC,60.0,60-70,ia,12.01,
2026-01-27,KLIC,59.5,50-60,semiconducteurs,57.86,
2026-01-27,POWL,59.4,50-60,equipement_electrique,147.31,
2026-01-27,ALGM,59.1,50-60,semiconducteurs,32.66,
2026-01-27,OMCL,59.1,50-60,robotique,49.96,
2026-01-27,DUOT,59.0,50-60,ia,11.08,
2026-01-27,ISOU,58.8,50-60,production_energie,11.97,
2026-01-27,SITM,58.7,50-60,semiconducteurs,358.08,
2026-01-27,HYLN,58.6,50-60,equipement_electrique,2.17,
2026-01-27,PDFS,58.5,50-60,semiconducteurs,33.85,
2026-01-27,MTSI,58.4,50-60,laser_photonique|semiconducteurs,219.2,
2026-01-27,CGNX,58.3,50-60,robotique,39.35,
2026-01-27,ASML,58.2,50-60,semiconducteurs,1449.51,
