ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,local_label,finnhub_label,tv_reco,tv_symbol_used,tv_exchange_used,final_signal,analyst_bucket,analyst_mean,analyst_votes,avg_vol,out_of_scope
ZIONP,ZIONP,,,23.084999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2315.4,False
VSEC,VSEC,,,164.72000122070312,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,189100.0,False
ENLT,ENLT,,,28.280000686645508,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,22588.9,False
CRNX,CRNX,,,34.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1157086.1,False
INDV,INDV,,,24.729999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1939049.4,False
SFNC,SFNC,,,21.15999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,774350.0,False
PGY,PGY,,,37.18000030517578,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3390860.7,False
CIFR,CIFR,,,7.400000095367432,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,34285023.0,False
NAMS,NAMS,,,25.65999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,781378.9,False
PRVA,PRVA,,,23.1200008392334,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,711320.1,False
WB,WB,,,11.539999961853027,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,980426.0,False
CVBF,CVBF,,,20.450000762939453,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,569470.0,False
POWWP,POWWP,,,24.05579948425293,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2965.4,False
SIMO,SIMO,,,81.16999816894531,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,213600.0,False
HUT,HUT,,,25.610000610351562,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,5830759.0,False
CHEF,CHEF,,,65.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,377780.0,False
GTX,GTX,,,13.180000305175781,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3446108.1,False
VIAV,VIAV,,,11.729999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3535200.0,False
FTAIN,FTAIN,,,25.479999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,7424.5,False
IQ,IQ,,,2.7100000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,27078901.1,False
FFBC,FFBC,,,26.700000762939453,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,462200.0,False
HURN,HURN,,,145.14999389648438,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,242020.0,False
MEOH,MEOH,,,37.09000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,307350.0,False
VCYT,VCYT,,,31.520000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,928679.7,False
FOLD,FOLD,,,8.020000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3857750.0,False
ATEC,ATEC,,,16.549999237060547,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2295570.0,False
WSBCP,WSBCP,,,25.152000427246094,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,11035.0,False
CENT,CENT,,,37.58000183105469,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,65170.0,False
CELC,CELC,,,54.470001220703125,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,850550.1,False
XNET,XNET,,,7.320000171661377,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1187258.3,False
EFSC,EFSC,,,61.18000030517578,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,143340.0,False
SBLK,SBLK,,,19.110000610351562,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1138160.0,False
TRMD,TRMD,,,22.770000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,921926.0,False
OCUL,OCUL,,,12.699999809265137,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2122019.7,False
BUSE,BUSE,,,24.770000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,484440.0,False
PAX,PAX,,,13.850000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,607127.0,False
SHOO,SHOO,,,30.1200008392334,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1356340.0,False
CENTA,CENTA,,,34.099998474121094,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,383710.0,False
PRDO,PRDO,,,32.880001068115234,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,548540.0,False
COCO,COCO,,,37.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,810961.8,False
TRIP,TRIP,,,17.959999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1887100.0,False
FORTY,FORTY,,,134.0399932861328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,330.0,False
STRA,STRA,,,83.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,144820.0,False
PPTA,PPTA,,,18.06999969482422,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2098417.7,False
ARQT,ARQT,,,16.209999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1282554.6,False
JSM,JSM,,,19.40999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,10550.0,False
EOSE,EOSE,,,7.340000152587891,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,11367123.8,False
VBTX,VBTX,,,34.72999954223633,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,855521.0,False
TVTX,TVTX,,,21.149999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2004453.8,False
NWBI,NWBI,,,12.850000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,702290.0,False
NYAX,NYAX,,,49.470001220703125,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,8945.4,False
BELFB,BELFB,,,143.05999755859375,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,139200.0,False
NTCT,NTCT,,,25.049999237060547,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,519790.0,False
TRINI,TRINI,,,25.57990074157715,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,8092.9,False
TRINZ,TRINZ,,,25.520000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,5182.7,False
SONO,SONO,,,14.369999885559082,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1764809.1,False
CECO,CECO,,,48.77000045776367,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,457150.0,False
EXPI,EXPI,,,10.90999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1036246.8,False
LKFN,LKFN,,,67.19000244140625,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,146360.0,False
WINA,WINA,,,479.69000244140625,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,69610.0,False
IMCR,IMCR,,,35.2599983215332,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,285512.4,False
AUPH,AUPH,,,12.529999732971191,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1551512.4,False
AVAH,AVAH,,,8.079999923706055,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1389162.7,False
TILE,TILE,,,27.8799991607666,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,366930.0,False
KARO,KARO,,,52.380001068115234,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,45078.5,False
TRS,TRS,,,39.2599983215332,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,536530.0,False
CDZIP,CDZIP,,,19.43000030517578,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,10349.4,False
SRCE,SRCE,,,64.87000274658203,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,69590.0,False
ARDX,ARDX,,,6.570000171661377,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3037415.3,False
NAMSW,NAMSW,,,13.979999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3040.0,False
GABC,GABC,,,41.72999954223633,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,116020.0,False
VRDN,VRDN,,,18.639999389648438,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,867521.5,False
RBCAA,RBCAA,,,77.7699966430664,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,21490.0,False
BELFA,BELFA,,,118.58000183105469,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,11670.0,False
CLMT,CLMT,,,17.040000915527344,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,903150.0,False
LASR,LASR,,,29.530000686645508,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1055639.4,False
TDUP,TDUP,,,11.710000038146973,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2728953.3,False
ANDE,ANDE,,,41.4900016784668,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,246520.0,False
ARRY,ARRY,,,9.09000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,6559367.4,False
STAA,STAA,,,27.780000686645508,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,765830.0,False
PGEN,PGEN,,,4.559999942779541,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,12326174.0,False
MOMO,MOMO,,,8.350000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,595662.1,False
WAFDP,WAFDP,,,16.920000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,12813.3,False
BASE,BASE,,,24.440000534057617,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,712001.4,False
PENG,PENG,,,24.709999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,534212.4,False
CNOB,CNOB,,,25.579999923706055,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,282720.0,False
CSWC,CSWC,,,23.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,471350.0,False
BFC,BFC,,,129.27000427246094,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,74260.0,False
COLL,COLL,,,39.22999954223633,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,414284.5,False
IART,IART,,,15.649999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1361550.0,False
PCRX,PCRX,,,26.729999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,639810.0,False
CSWCZ,CSWCZ,,,25.600000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3157.2,False
GIII,GIII,,,27.6299991607666,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,682210.0,False
ONDS,ONDS,,,5.329999923706055,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,45533609.3,False
LENZ,LENZ,,,39.91999816894531,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,467314.4,False
HLIT,HLIT,,,9.920000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1273500.0,False
BHFAL,BHFAL,,,19.360000610351562,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,18776.4,False
OCFC,OCFC,,,18.670000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,301060.0,False
BHFAO,BHFAO,,,18.670000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,38201.0,False
RZLV,RZLV,,,4.320000171661377,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,12999708.6,False
BHFAP,BHFAP,,,18.3799991607666,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,51177.6,False
HSII,HSII,,,50.4900016784668,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,98090.0,False
ORIC,ORIC,,,10.770000457763672,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,826370.4,False
EZPW,EZPW,,,16.899999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,525350.0,False
PHAR,PHAR,,,14.869999885559082,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,11231.9,False
REAL,REAL,,,8.680000305175781,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,4063504.5,False
OSBC,OSBC,,,18.760000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,202870.0,False
FMBH,FMBH,,,40.63999938964844,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,63010.0,False
TREE,TREE,,,71.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,263340.0,False
BHRB,BHRB,,,63.869998931884766,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,47110.0,False
UVSP,UVSP,,,31.920000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,100910.0,False
RWAYZ,RWAYZ,,,25.350000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,4381.2,False
METCB,METCB,,,16.34000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,81256.3,False
LANDM,LANDM,,,24.849899291992188,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,4597.8,False
NBN,NBN,,,110.45999908447266,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,65540.0,False
AMSF,AMSF,,,47.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,70660.0,False
TIPT,TIPT,,,23.34000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,124970.0,False
GHRS,GHRS,,,14.050000190734863,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,223005.8,False
BHFAN,BHFAN,,,15.229999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,86621.5,False
DCOMP,DCOMP,,,19.459999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,13775.0,False
PHAT,PHAT,,,12.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1256867.5,False
HFWA,HFWA,,,25.030000686645508,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,163290.0,False
HBT,HBT,,,26.59000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,24712.2,False
HSTM,HSTM,,,28.200000762939453,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,191950.0,False
NTGR,NTGR,,,27.979999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,395520.0,False
UFCS,UFCS,,,31.790000915527344,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,111260.0,False
MBWM,MBWM,,,49.13999938964844,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,52900.0,False
DNTH,DNTH,,,24.65999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,364481.8,False
BHFAM,BHFAM,,,13.620100021362305,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,31748.8,False
CCNE,CCNE,,,26.309999465942383,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,116430.0,False
SENEA,SENEA,,,112.44000244140625,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,59450.0,False
SENEB,SENEB,,,112.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,100.0,False
ABUS,ABUS,,,4.010000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1165230.0,False
MATW,MATW,,,24.889999389648438,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,186610.0,False
STKL,STKL,,,6.429999828338623,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,503900.0,False
KALV,KALV,,,15.199999809265137,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,749361.6,False
CCBG,CCBG,,,44.029998779296875,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,31720.0,False
HBNC,HBNC,,,16.81999969482422,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,858240.0,False
CCNEP,CCNEP,,,24.950000762939453,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1907.5,False
RILYK,RILYK,,,24.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,17032.3,False
GPRE,GPRE,,,11.149999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2540850.0,False
ZBIO,ZBIO,,,16.979999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,180645.5,False
DGICA,DGICA,,,19.469999313354492,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,144840.0,False
SCVL,SCVL,,,25.889999389648438,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,537350.0,False
VMEO,VMEO,,,4.269999980926514,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1149427.4,False
KURA,KURA,,,8.130000114440918,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1871048.1,False
NKTR,NKTR,,,35.97999954223633,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,857930.0,False
DJCO,DJCO,,,490.0299987792969,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,46460.0,False
SPFI,SPFI,,,41.040000915527344,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,43580.1,False
NEWTZ,NEWTZ,,,24.96500015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3090.8,False
ODP,ODP,,,21.309999465942383,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,440870.0,False
ORGO,ORGO,,,5.03000020980835,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,796204.4,False
HTBK,HTBK,,,10.34000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,509390.0,False
VINP,VINP,,,10.039999961853027,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,41824.4,False
RILYN,RILYN,,,20.81999969482422,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,18639.7,False
MYGN,MYGN,,,6.789999961853027,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1257390.0,False
KROS,KROS,,,15.550000190734863,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,506004.6,False
SEPN,SEPN,,,14.119999885559082,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,271283.5,False
SNDL,SNDL,,,2.440000057220459,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,4519142.6,False
SVRA,SVRA,,,3.5799999237060547,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1982056.5,False
CLMB,CLMB,,,131.41000366210938,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,37580.0,False
PHLT,PHLT,,,7.659999847412109,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1068912.6,False
RILYG,RILYG,,,19.690000534057617,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,22604.5,False
PVLA,PVLA,,,54.13999938964844,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,109704.4,False
AMRK,AMRK,,,23.8700008392334,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,208479.8,False
ALRS,ALRS,,,22.799999237060547,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,65540.0,False
SHBI,SHBI,,,17.299999237060547,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,129500.0,False
CASS,CASS,,,43.7400016784668,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,54030.0,False
CBNK,CBNK,,,34.81999969482422,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,49419.8,False
APEI,APEI,,,31.719999313354492,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,245600.0,False
ACIC,ACIC,,,11.65999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,194300.0,False
GILT,GILT,,,9.890000343322754,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,734470.0,False
TCBX,TCBX,,,40.38999938964844,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,66931.4,False
FISI,FISI,,,27.760000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,139180.0,False
VLGEA,VLGEA,,,37.369998931884766,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,39150.0,False
IVA,IVA,,,5.599999904632568,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,101462.4,False
UNTY,UNTY,,,52.97999954223633,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,29610.0,False
MNRO,MNRO,,,17.170000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,954990.0,False
ESPR,ESPR,,,2.5299999713897705,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,5661728.6,False
NHPBP,NHPBP,,,17.8799991607666,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2125.2,False
NFBK,NFBK,,,11.979999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,167200.0,False
AROW,AROW,,,29.760000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,50860.0,False
ITIC,ITIC,,,254.99000549316406,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,24630.0,False
BSVN,BSVN,,,49.65999984741211,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,23207.8,False
FFIC,FFIC,,,13.819999694824219,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,182470.0,False
CMPX,CMPX,,,3.369999885559082,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,864142.6,False
BWB,BWB,,,16.559999465942383,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,40272.8,False
CARE,CARE,,,19.59000015258789,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,55720.0,False
HBCP,HBCP,,,56.709999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,29250.0,False
LE,LE,,,14.489999771118164,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,269446.4,False
RRBI,RRBI,,,65.52999877929688,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,13032.2,False
OLMA,OLMA,,,6.349999904632568,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,836324.7,False
RILYT,RILYT,,,13.75,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,13991.8,False
CWBC,CWBC,,,21.170000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,44350.0,False
MSBI,MSBI,,,18.670000076293945,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,107437.0,False
INBX,INBX,,,27.719999313354492,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,117000.0,False
BMRC,BMRC,,,24.860000610351562,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,73760.0,False
ATXS,ATXS,,,7.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,286291.7,False
LWLG,LWLG,,,3.0199999809265137,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,3844190.0,False
YMAB,YMAB,,,8.569999694824219,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,898432.0,False
SPOK,SPOK,,,18.110000610351562,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,131410.0,False
SFST,SFST,,,45.349998474121094,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,22520.0,False
VSTA,VSTA,,,4.599999904632568,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,30874.3,False
BNTC,BNTC,,,14.0,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,42786.6,False
ATLCP,ATLCP,,,23.6200008392334,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,8122.6,False
MAMA,MAMA,,,9.399999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,252345.3,False
CHSCP,CHSCP,,,28.780000686645508,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,11960.0,False
KOPN,KOPN,,,2.140000104904175,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,2581230.0,False
DSGN,DSGN,,,6.110000133514404,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,172571.5,False
PANL,PANL,,,5.25,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,185277.8,False
BETR,BETR,,,22.260000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,80712.6,False
ALLT,ALLT,,,8.399999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,648150.0,False
BCML,BCML,,,30.06999969482422,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,13670.0,False
ZUMZ,ZUMZ,,,18.450000762939453,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,234160.0,False
FSBW,FSBW,,,42.43000030517578,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,18239.5,False
AMCX,AMCX,,,7.360000133514404,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,357590.0,False
OFSSH,OFSSH,,,23.399999618530273,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,622.4,False
FDMT,FDMT,,,6.610000133514404,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,536871.5,False
MVBF,MVBF,,,24.229999542236328,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,33424.4,False
CHSCM,CHSCM,,,24.959999084472656,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,33613.8,False
REFI,REFI,,,14.350000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,67002.9,False
LOVE,LOVE,,,20.010000228881836,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,370728.4,False
BRLT,BRLT,,,2.869999885559082,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,404433.4,False
TVRD,TVRD,,,30.440000534057617,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,23462.0,False
OCCIN,OCCIN,,,24.402799606323242,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,1139.5,False
WSBF,WSBF,,,14.850000381469727,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,51950.0,False
GASS,GASS,,,7.480000019073486,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,234440.0,False
PKBK,PKBK,,,22.440000534057617,Unknown,Unknown,Strong Buy,4,BUY,,,,,BUY,,,,43240.0,False
