ticker,themes,score,setup,price,rsi,macd_hist,chg_1d,chg_7d,chg_1m,avg_dollar_vol,dist_to_high_pct,base_depth_pct,bbwidth_pctile,vol_dryup,overext,c_trend,c_base,c_vcp,c_volume,c_pivot,c_momentum,c_rs,c_hi52,mcap_usd,catalyst,catalyst_days,catalyst_n,buzz,first_scan_date,first_scan_price,pct_since_first,days_tracked
SPCE,espace,7.8,Tendance baissière (pas un setup),2.67,45.2,0.04,-3.96,-1.48,-16.3,38584143.0,70.0,73.4,28.0,1.0,0.0,0.0,0.0,0.833,0.5,0.0,0.584,0.183,0.0,334196902.7417302,Émission titres,24.0,1,,2026-07-03,2.7,-1.11,20
LWLG,laser_photonique|semiconducteurs,7.7,Tendance baissière (pas un setup),6.77,40.9,0.097,-1.6,0.3,-32.5,36407155.0,63.8,68.5,39.0,1.0,0.0,0.0,0.0,0.767,0.5,0.0,0.386,0.341,0.0,1025399983.2871932,Direction,3.0,1,,2026-04-09,8.44,-19.79,105
FSLR,production_energie,7.6,Tendance baissière (pas un setup),208.86,34.8,-1.646,1.36,-6.68,-20.62,396822767.0,34.9,36.5,45.0,1.0,0.0,0.0,0.749,0.729,0.5,0.0,0.314,0.103,0.0,22061249695.192688,,,0,,2026-01-05,272.0,-23.21,199
HII,defense,7.5,Tendance baissière (pas un setup),277.28,42.3,0.053,3.17,-0.18,-0.33,125174551.0,18.0,22.1,8.0,0.72,0.0,0.0,1.0,0.798,0.361,0.0,0.336,0.048,0.0,11415150469.758728,,,0,,2026-01-05,360.79,-23.15,199
BAH,defense,7.5,Tendance baissière (pas un setup),66.13,50.1,0.815,3.57,3.43,4.42,154240298.0,21.0,28.9,30.0,0.0,0.0,0.0,1.0,0.766,0.019,0.0,0.547,0.175,0.0,7930039120.328682,,,0,,2026-07-03,62.45,5.89,20
EU,production_energie,7.4,Tendance baissière (pas un setup),1.21,40.5,0.001,-0.82,-0.82,-20.92,3331548.0,32.4,35.8,6.0,0.74,0.0,0.0,0.791,0.967,0.372,0.0,0.361,0.04,0.0,235021942.2494011,Direction,14.0,1,,2026-01-05,2.78,-56.47,199
MNTS,espace,7.4,Tendance baissière (pas un setup),4.88,36.3,-0.018,-1.81,-10.79,-44.29,9872742.0,78.0,79.3,32.0,1.0,0.0,0.0,0.0,0.81,0.539,0.0,0.38,0.254,0.0,89470121.25,,,0,,2026-07-03,5.91,-17.43,20
MBOT,robotique,7.4,Tendance baissière (pas un setup),1.77,40.8,-0.008,-1.67,-4.84,-4.32,1297482.0,21.3,26.2,14.0,1.0,0.0,0.0,1.0,0.914,0.593,0.0,0.042,0.048,0.0,117202578.06526671,Reg FD,2.0,5,,2026-03-25,2.53,-30.04,120
AEVA,ia|laser_photonique,7.4,Tendance baissière (pas un setup),16.75,39.1,-0.625,-5.31,-10.31,-33.72,44114061.0,46.5,57.8,84.0,0.69,0.0,0.0,0.0,0.466,0.417,0.0,0.348,0.484,0.0,1086641426.5750542,Vote actionnaires,28.0,1,,2026-03-25,15.26,9.76,120
IPGP,laser_photonique,7.3,Tendance baissière (pas un setup),97.84,41.4,-0.585,-4.82,-9.33,-17.08,40578533.0,27.5,29.9,22.0,1.0,0.0,0.0,1.0,0.724,0.655,0.0,0.015,0.056,0.0,4014741482.006836,Contrat,6.0,1,,2026-01-27,90.63,7.96,177
KULR,gestion_thermique|new_tech,7.3,Tendance baissière (pas un setup),2.92,40.7,-0.046,-0.68,1.39,-26.82,5768198.0,46.2,54.0,80.0,1.0,0.0,0.0,0.0,0.519,0.5,0.0,0.421,0.317,0.0,132758058.25628756,Reg FD,27.0,2,,2026-07-03,3.85,-24.16,20
TDG,defense,7.3,Tendance baissière (pas un setup),1194.7,34.9,-13.896,-0.9,-3.04,-7.81,489035956.0,12.3,16.0,85.0,0.34,0.0,0.0,1.0,0.312,0.169,0.216,0.322,0.024,0.288,68200380365.08838,Événement,10.0,1,,2026-01-05,1367.89,-12.66,199
OSIS,defense,7.3,Tendance baissière (pas un setup),209.79,41.4,-0.294,-0.22,-3.89,-4.32,50399543.0,11.6,16.9,6.0,0.87,0.0,0.0,1.0,0.905,0.437,0.3,0.015,0.04,0.0,3431325676.0517883,,,0,,2026-01-05,271.38,-22.7,199
GSIT,memoire,7.3,Tendance baissière (pas un setup),6.21,43.5,0.024,-0.64,1.14,-15.63,7733149.0,52.2,61.1,24.0,1.0,0.0,0.0,0.0,0.857,0.568,0.0,0.492,0.119,0.0,232918489.6970029,,,0,,2026-07-06,6.82,-8.94,17
CRUS,semiconducteurs,7.3,Tendance baissière (pas un setup),139.49,37.0,-0.211,0.05,0.3,-15.67,91660805.0,22.7,25.7,61.0,0.22,0.0,0.0,1.0,0.606,0.115,0.0,0.36,0.079,0.244,6689525694.856628,,,0,,2026-01-12,121.41,14.89,192
SLDP,new_tech,7.2,Tendance baissière (pas un setup),2.33,38.3,0.012,-1.27,-3.72,-16.79,10344045.0,37.0,40.3,16.0,1.0,0.0,0.0,0.541,0.905,0.5,0.0,0.34,0.04,0.0,488034611.9843788,Direction,21.0,1,,2026-07-03,2.52,-7.54,20
RDW,defense|espace|new_tech,7.1,Tendance baissière (pas un setup),8.99,37.0,0.002,-4.56,-3.95,-30.95,206875231.0,66.3,69.7,47.0,1.0,0.0,0.0,0.0,0.719,0.711,0.0,0.408,0.071,0.0,2178087119.0686083,Direction,9.0,2,,2026-04-16,11.22,-19.88,98
FLY,espace,7.0,Tendance baissière (pas un setup),20.24,33.8,-0.029,-4.12,-3.34,-30.11,116677447.0,67.4,71.0,67.0,1.0,0.0,0.0,0.0,0.595,0.787,0.0,0.402,0.032,0.0,3344650156.614542,,,0,,2026-05-21,42.86,-52.78,63
FN,laser_photonique,6.9,Tendance baissière (pas un setup),513.67,46.9,7.835,-2.59,5.55,-16.76,572677439.0,31.4,41.2,54.0,0.0,0.0,0.0,0.486,0.676,0.0,0.0,0.732,0.167,0.0,18514659497.700195,,,0,,2026-01-05,456.9,12.43,199
ENPH,production_energie,6.9,Tendance baissière (pas un setup),39.58,36.7,-0.341,-0.9,-10.15,-24.48,243410859.0,46.3,51.7,35.0,1.0,0.0,0.0,0.0,0.79,0.795,0.0,0.04,0.238,0.0,5018876458.929749,,,0,,2026-01-05,34.0,16.41,199
KSCP,robotique,6.9,Tendance baissière (pas un setup),2.08,57.3,0.03,45.45,30.82,9.47,3244711.0,34.3,57.4,83.0,0.0,0.36,0.0,0.0,0.163,0.5,0.0,0.913,0.214,0.0,31570544.030361056,Résultats,3.0,1,,2026-07-03,2.04,1.96,20
SATL,espace,6.8,Tendance baissière (pas un setup),3.76,33.2,-0.003,-3.72,-5.18,-33.83,29478876.0,68.7,71.1,46.0,1.0,0.0,0.0,0.0,0.724,0.5,0.0,0.36,0.23,0.0,552209247.1873412,,,0,,2026-04-23,6.81,-44.79,91
QUBT,laser_photonique|new_tech|quantique,6.8,Tendance baissière (pas un setup),7.91,40.2,-0.048,-3.77,-1.62,-24.95,98493676.0,45.3,48.7,43.0,1.0,0.0,0.0,0.071,0.743,0.602,0.0,0.379,0.103,0.0,1751234083.2321367,Direction,1.0,3,,2026-07-03,9.05,-12.6,20
UEC,production_energie,6.7,Tendance baissière (pas un setup),9.73,40.5,0.027,1.88,-3.76,-15.17,84625310.0,42.2,47.1,25.0,0.81,0.0,0.0,0.163,0.852,0.616,0.0,0.335,0.04,0.0,4715972965.010546,,,0,,2026-01-05,13.99,-30.45,199
TSSI,gestion_thermique,6.7,Tendance baissière (pas un setup),10.15,40.8,-0.111,3.47,-4.52,-23.68,9177793.0,42.0,49.3,21.0,1.0,0.0,0.0,0.04,0.871,0.5,0.0,0.328,0.175,0.0,283266220.3237457,,,0,,2026-05-07,15.84,-35.92,77
GNRC,equipement_electrique,6.7,Tendance baissière (pas un setup),213.42,33.6,-3.469,-1.02,-5.81,-27.79,230377100.0,28.0,30.4,93.0,0.29,0.0,0.0,1.0,0.432,0.147,0.0,0.381,0.127,0.066,12232029097.168549,,,0,,2026-01-20,162.06,31.69,184
LIDR,laser_photonique,6.6,Tendance baissière (pas un setup),1.24,35.0,0.008,-2.36,-0.8,-14.48,1015270.0,50.4,52.8,13.0,1.0,0.0,0.0,0.0,0.919,0.622,0.0,0.351,0.04,0.0,56504081.72507763,,,0,,2026-07-03,1.41,-12.06,20
PDYN,defense|robotique,6.6,Tendance baissière (pas un setup),5.33,43.6,0.012,1.52,1.14,-21.27,8651678.0,41.2,49.0,44.0,0.86,0.0,0.0,0.058,0.733,0.479,0.0,0.497,0.071,0.0,245669960.9888792,Résultats,15.0,1,,2026-07-03,5.84,-8.73,20
FLNC,equipement_electrique,6.5,Tendance baissière (pas un setup),14.66,38.6,-0.124,-4.06,-4.62,-41.8,140519709.0,51.1,55.9,48.0,1.0,0.0,0.0,0.0,0.71,0.5,0.0,0.39,0.151,0.0,1912485405.3364367,,,0,,2026-01-05,22.25,-34.11,199
IREN,ia,6.5,Tendance baissière (pas un setup),41.28,44.9,0.383,-0.02,7.84,-27.41,1813884309.0,41.6,54.4,44.0,0.54,0.0,0.0,0.0,0.691,0.27,0.0,0.627,0.159,0.0,14813346309.95829,Résultats,3.0,2,,2026-05-29,63.54,-35.03,55
ABAT,new_tech,6.5,Tendance baissière (pas un setup),2.44,40.1,-0.005,-0.41,-4.31,-16.72,9124349.0,42.6,47.2,21.0,1.0,0.0,0.0,0.157,0.871,0.56,0.0,0.34,0.032,0.0,313794049.04704404,Direction,13.0,1,,2026-01-20,4.85,-49.69,184
QBTS,new_tech|quantique,6.5,Tendance baissière (pas un setup),17.35,35.8,-0.337,-2.53,-5.04,-29.1,401528041.0,45.0,49.2,64.0,1.0,0.0,0.0,0.044,0.614,0.554,0.0,0.392,0.127,0.0,6334612548.313618,Delisting,9.0,3,,2026-07-03,22.53,-22.99,20
TSLA,new_tech,6.5,Tendance baissière (pas un setup),374.01,41.7,-2.875,-1.3,-5.18,-7.66,15420935842.0,17.5,18.7,68.0,0.78,0.0,0.0,1.0,0.407,0.526,0.0,0.014,0.016,0.166,1205268158154.332,Résultats,1.0,2,,2026-01-05,451.67,-17.19,199
PLUG,new_tech|production_energie,6.5,Tendance baissière (pas un setup),2.23,36.4,0.011,-1.76,0.9,-20.07,121987730.0,48.5,52.0,45.0,1.0,0.0,0.0,0.0,0.729,0.5,0.0,0.37,0.175,0.0,3090077896.89026,Contrat,10.0,1,,2026-01-27,2.41,-7.47,177
DPRO,defense,6.4,Tendance baissière (pas un setup),4.31,35.9,-0.018,-5.07,-7.71,-21.92,4790684.0,47.9,51.7,21.0,1.0,0.0,0.0,0.0,0.876,0.596,0.0,0.371,0.032,0.0,162100503.01651382,,,0,,2026-01-20,9.42,-54.25,184
BOTT,robotique,6.4,Tendance baissière (pas un setup),42.5,36.6,-0.428,-0.24,-6.27,-17.18,1263065.0,26.3,29.4,87.0,0.7,0.0,0.0,1.0,0.273,0.381,0.0,0.32,0.024,0.0,,,,0,,2026-02-03,57.01,-25.45,170
LTBR,production_energie,6.3,Tendance baissière (pas un setup),8.18,44.7,0.06,1.74,5.28,-17.79,6878271.0,44.9,53.4,40.0,0.55,0.0,0.0,0.0,0.71,0.399,0.0,0.568,0.063,0.0,261770554.4989524,,,0,,2026-07-03,8.64,-5.32,20
AMSC,equipement_electrique,6.3,Tendance baissière (pas un setup),33.4,37.9,-0.028,-3.33,-5.38,-26.32,28689716.0,44.5,47.8,55.0,1.0,0.0,0.0,0.122,0.671,0.5,0.0,0.345,0.127,0.0,1575509519.2276268,,,0,,2026-04-09,36.15,-7.61,105
VUZI,ia|laser_photonique,6.3,Tendance baissière (pas un setup),2.42,40.2,0.02,-1.22,0.41,-23.42,2990059.0,56.9,61.2,40.0,1.0,0.0,0.0,0.0,0.762,0.5,0.0,0.413,0.087,0.0,192927155.3285873,,,0,,2026-05-07,2.86,-15.38,77
SOUN,ia|new_tech,6.2,Tendance baissière (pas un setup),6.46,43.9,0.036,-1.45,-0.62,-6.1,199335357.0,32.1,37.2,1.0,0.15,0.0,0.0,0.709,0.937,0.075,0.0,0.434,0.056,0.0,2729498679.5312214,8-K,10.0,2,,2026-07-03,6.55,-1.37,20
FRMI,production_energie,6.2,Tendance baissière (pas un setup),6.58,44.8,-0.166,-1.05,5.28,-26.64,135513128.0,35.1,50.9,88.0,0.23,0.0,0.0,0.0,0.288,0.116,0.0,0.586,0.389,0.0,3959307193.913103,Direction,2.0,4,,2026-07-03,8.06,-18.36,20
BWMN,gestion_thermique,6.2,Tendance baissière (pas un setup),26.77,38.3,-0.062,1.4,1.4,-9.71,4564804.0,24.3,29.1,82.0,0.0,0.0,0.0,1.0,0.233,0.267,0.0,0.376,0.048,0.0,460278342.8888092,,,0,,2026-02-10,35.65,-24.91,163
RGTI,new_tech|quantique,6.1,Tendance baissière (pas un setup),15.23,39.0,-0.114,-0.33,-0.13,-28.77,409939259.0,45.7,52.2,56.0,1.0,0.0,0.0,0.0,0.662,0.556,0.0,0.415,0.04,0.0,4926150218.299934,,,0,,2026-07-03,17.94,-15.11,20
AMRC,gestion_thermique,6.1,Tendance baissière (pas un setup),23.39,38.7,-0.111,1.17,-5.23,-19.18,12632111.0,37.0,39.6,57.0,0.74,0.0,0.0,0.58,0.657,0.371,0.0,0.321,0.032,0.0,1231649971.5396175,,,0,,2026-01-05,30.92,-24.35,199
IONQ,new_tech|quantique,6.0,Tendance baissière (pas un setup),34.68,28.2,-0.865,-2.34,-7.54,-40.53,931740720.0,52.9,54.8,86.0,0.98,0.0,0.0,0.0,0.486,0.488,0.0,0.399,0.143,0.0,12653851806.76474,,,0,,2026-01-12,50.95,-31.93,192
KRMN,defense|espace,6.0,Tendance baissière (pas un setup),47.59,45.4,0.123,1.97,-2.44,-0.23,198833004.0,32.8,38.4,29.0,0.0,0.0,0.0,0.647,0.767,0.0,0.0,0.517,0.095,0.0,6426200460.950993,,,0,,2026-01-05,83.99,-43.34,199
BKSY,espace|robotique,6.0,Tendance baissière (pas un setup),22.49,37.1,0.088,-4.74,-7.45,-21.2,37780826.0,57.5,61.6,25.0,1.0,0.0,0.0,0.0,0.852,0.5,0.0,0.331,0.079,0.0,820480587.509552,,,0,,2026-01-05,22.72,-1.01,199
SIDU,espace,6.0,Tendance baissière (pas un setup),1.99,36.1,0.018,-2.93,-0.5,-35.81,21139689.0,70.7,74.4,29.0,1.0,0.0,0.0,0.0,0.824,0.502,0.0,0.399,0.04,0.0,157282145.2715304,Reg FD,2.0,1,,2026-01-27,3.62,-45.03,177
BWXT,defense|gestion_thermique|production_energie,6.0,Tendance baissière (pas un setup),175.17,38.9,-1.152,1.2,-0.98,-16.59,182328713.0,18.7,22.2,86.0,0.35,0.0,0.0,1.0,0.269,0.176,0.0,0.356,0.04,0.085,16355963174.135712,,,0,,2026-01-05,188.51,-7.08,199
LAES,quantique,6.0,Tendance baissière (pas un setup),2.6,38.6,-0.026,0.39,-1.89,-16.13,44702633.0,33.3,39.7,54.0,0.42,0.0,0.0,0.57,0.676,0.235,0.0,0.376,0.079,0.0,564732106.5858457,,,0,,2026-03-04,4.19,-37.95,141
RR,ia|robotique,6.0,Tendance baissière (pas un setup),1.68,37.4,0.008,1.82,0.6,-21.86,15135207.0,50.4,54.9,48.0,1.0,0.0,0.0,0.0,0.714,0.527,0.0,0.382,0.063,0.0,352677917.5936607,,,0,,2026-07-03,1.96,-14.29,20
SERV,ia|robotique,5.9,Tendance baissière (pas un setup),5.31,33.7,0.002,-1.3,-7.65,-21.91,19601760.0,46.8,49.7,61.0,1.0,0.0,0.0,0.015,0.633,0.6,0.0,0.341,0.032,0.0,432683827.8809347,Direction,29.0,1,,2026-07-03,6.31,-15.85,20
DUOT,ia,5.9,Tendance baissière (pas un setup),8.2,34.6,-0.153,-3.07,-1.68,-33.12,8707421.0,46.3,48.5,84.0,0.0,0.0,0.0,0.084,0.495,0.495,0.0,0.391,0.095,0.0,267326305.14991,Contrat,3.0,1,,2026-01-05,10.05,-18.41,199
SPIR,espace,5.8,Tendance baissière (pas un setup),11.43,31.7,-0.444,-1.97,-16.14,-33.82,15643082.0,55.9,58.0,85.0,1.0,0.0,0.0,0.0,0.49,0.5,0.0,0.317,0.167,0.0,438601847.2165432,Direction,6.0,1,,2026-03-11,11.03,3.63,134
CRWV,ia,5.7,Tendance baissière (pas un setup),82.64,43.7,-0.127,3.85,7.16,-25.74,2285637649.0,37.5,48.2,67.0,0.5,0.0,0.0,0.102,0.598,0.252,0.0,0.525,0.103,0.0,44551276452.29828,,,0,,2026-04-23,117.42,-29.62,91
OKLO,new_tech|production_energie,5.7,Tendance baissière (pas un setup),44.5,37.9,-0.07,0.84,-2.6,-23.8,456481943.0,44.1,50.4,41.0,0.95,0.0,0.0,0.0,0.752,0.474,0.0,0.376,0.04,0.0,7407666404.269588,,,0,,2026-07-03,52.36,-15.01,20
AI,ia,5.7,Tendance baissière (pas un setup),8.19,31.6,-0.056,-4.66,-10.39,-15.57,49171472.0,30.7,32.3,2.0,0.61,0.0,0.0,0.982,0.987,0.303,0.0,0.004,0.008,0.0,1241262497.5997176,Événement,6.0,1,,2026-07-03,9.06,-9.6,20
SMR,new_tech|production_energie,5.7,Tendance baissière (pas un setup),8.68,43.5,0.012,-0.34,3.83,-22.78,255428678.0,39.3,49.6,54.0,0.68,0.0,0.0,0.023,0.676,0.342,0.0,0.512,0.056,0.0,2938438035.4326725,,,0,,2026-07-03,9.76,-11.07,20
RCAT,defense|robotique,5.7,Tendance baissière (pas un setup),7.83,38.0,-0.064,-8.85,-4.98,-26.34,89522150.0,50.4,53.1,48.0,1.0,0.0,0.0,0.0,0.714,0.5,0.0,0.379,0.032,0.0,1175088222.2326674,Direction,1.0,2,,2026-03-04,14.73,-46.84,141
VELO,new_tech,5.6,Tendance baissière (pas un setup),10.51,37.5,-0.297,-7.24,-6.24,-56.77,40993706.0,66.9,69.2,79.0,1.0,0.0,0.0,0.0,0.524,0.5,0.0,0.41,0.056,0.0,300096081.04545593,Contrat,9.0,2,,2026-03-18,14.03,-25.09,127
LDOS,defense,5.6,Tendance baissière (pas un setup),107.26,43.6,0.908,2.23,-0.88,2.31,171321751.0,20.0,26.2,30.0,0.25,0.0,0.0,1.0,0.711,0.123,0.0,0.114,0.127,0.0,13793005120.683289,,,0,,2026-01-05,194.32,-44.8,199
AMPX,new_tech,5.6,Tendance baissière (pas un setup),10.17,34.4,0.031,-6.53,-10.32,-35.02,85824021.0,58.0,60.8,25.0,0.64,0.0,0.0,0.0,0.852,0.46,0.0,0.358,0.016,0.0,1402108928.9735222,,,0,,2026-01-27,11.58,-12.18,177
BBAI,defense|ia|new_tech,5.5,Tendance baissière (pas un setup),2.88,30.4,-0.024,-2.04,-8.28,-24.8,91516265.0,47.3,49.3,64.0,1.0,0.0,0.0,0.041,0.614,0.512,0.0,0.356,0.024,0.0,1369795376.7562032,,,0,,2026-01-12,6.31,-54.36,192
VOYG,defense|espace,5.5,Tendance baissière (pas un setup),26.39,38.1,-0.345,-2.04,-0.79,-23.66,55510811.0,49.6,54.6,58.0,0.94,0.0,0.0,0.0,0.652,0.469,0.0,0.36,0.056,0.0,1561557596.056715,Contrat,15.0,1,,2026-01-27,35.07,-24.75,177
CCJ,production_energie,5.5,Tendance baissière (pas un setup),90.37,39.8,-0.309,1.91,-0.67,-15.6,345142685.0,26.1,32.0,88.0,0.03,0.0,0.0,0.999,0.471,0.016,0.0,0.385,0.056,0.0,38546845021.66295,,,0,,2026-01-05,100.17,-9.78,199
UUUU,production_energie,5.4,Tendance baissière (pas un setup),12.31,37.0,0.009,-0.32,-2.84,-23.64,104221726.0,46.5,51.3,45.0,0.89,0.0,0.0,0.0,0.729,0.443,0.0,0.371,0.032,0.0,2981535488.0492706,Reg FD,9.0,3,,2026-02-03,24.53,-49.82,170
APLD,ia,5.3,Tendance baissière (pas un setup),30.08,40.3,-0.043,0.1,3.62,-33.45,640249184.0,40.7,52.6,88.0,0.49,0.0,0.0,0.0,0.471,0.246,0.0,0.46,0.183,0.0,8534507216.827543,Contrat,27.0,1,,2026-01-20,35.46,-15.17,184
PLTR,defense|ia|new_tech,5.3,Tendance baissière (pas un setup),124.57,43.7,0.499,-6.1,-6.87,4.24,5251091073.0,23.9,35.0,73.0,0.27,0.0,0.0,0.832,0.294,0.392,0.0,0.107,0.063,0.0,290745993644.1538,,,0,,2026-01-05,174.04,-28.42,199
LUNR,espace,5.3,Tendance baissière (pas un setup),14.09,30.7,0.126,-3.76,-5.12,-35.93,184866460.0,69.9,72.8,76.0,0.89,0.0,0.0,0.0,0.543,0.446,0.0,0.411,0.032,0.0,2194185356.178849,,,0,,2026-01-27,20.29,-30.56,177
KRKNF,defense,5.1,Tendance baissière (pas un setup),4.21,39.0,-0.006,0.24,-4.54,-18.0,4921199.0,32.1,35.5,17.0,0.56,0.0,0.0,0.806,0.77,0.282,0.0,0.049,0.04,0.0,1320852764.9889908,,,0,,2026-01-05,5.19,-18.88,199
RKLB,espace|new_tech,4.9,Tendance baissière (pas un setup),69.75,34.9,-1.024,0.91,-8.46,-30.45,1957536108.0,53.8,57.3,85.0,0.65,0.0,0.0,0.0,0.49,0.421,0.0,0.365,0.048,0.0,42534532797.579575,Contrat,24.0,1,,2026-01-05,78.14,-10.74,199
ASTS,espace,4.8,Tendance baissière (pas un setup),61.95,39.8,-0.858,-2.19,-6.58,-15.36,1333895420.0,53.7,60.2,75.0,0.75,0.0,0.0,0.0,0.548,0.375,0.0,0.377,0.032,0.0,17493094547.73516,Contrat,3.0,2,,2026-01-12,98.39,-37.04,192
QS,new_tech,4.7,Tendance baissière (pas un setup),5.87,35.3,-0.071,-2.98,-8.71,-22.86,161708207.0,39.2,41.5,72.0,0.32,0.0,0.0,0.472,0.567,0.18,0.0,0.341,0.008,0.0,3100269561.527794,Résultats,1.0,2,,2026-05-29,8.98,-34.63,55
NNE,new_tech|production_energie,4.7,Tendance baissière (pas un setup),17.32,37.9,-0.046,0.12,-3.08,-32.45,46617538.0,45.2,51.1,72.0,0.64,0.0,0.0,0.0,0.567,0.321,0.0,0.397,0.04,0.0,876168690.9139156,Événement,28.0,2,,2026-07-03,20.03,-13.53,20
VERI,ia,4.7,Tendance baissière (pas un setup),1.13,37.1,0.015,0.89,8.65,-18.71,3661580.0,51.4,57.5,67.0,0.06,0.0,0.0,0.0,0.595,0.266,0.0,0.408,0.063,0.0,97137345.05582988,Événement,7.0,2,,2026-01-05,5.1,-77.84,199
ENVX,new_tech,4.5,Tendance baissière (pas un setup),4.68,36.3,-0.024,-3.01,-8.41,-33.62,30567593.0,48.9,50.5,65.0,0.65,0.0,0.0,0.0,0.61,0.326,0.0,0.347,0.024,0.0,960965948.9704132,Direction,14.0,1,,2026-07-03,5.36,-12.69,20
PL,espace,4.5,Tendance baissière (pas un setup),22.6,32.3,-0.188,-2.16,-9.24,-21.45,308104747.0,56.3,59.4,74.0,0.56,0.0,0.0,0.0,0.557,0.348,0.0,0.339,0.032,0.0,7730370979.279484,Vote actionnaires,13.0,1,,2026-01-27,28.07,-19.49,177
RMBS,semiconducteurs,4.4,Tendance baissière (pas un setup),103.83,39.9,-0.112,-1.85,0.91,-26.02,415310747.0,40.4,46.7,38.0,0.0,0.0,0.0,0.185,0.771,0.0,0.0,0.369,0.135,0.0,10929403221.689217,,,0,,2026-01-05,97.5,6.49,199
CMTL,defense|espace,4.3,Tendance baissière (pas un setup),1.71,30.4,0.062,-1.16,-2.29,-29.34,1178417.0,72.4,74.4,54.0,0.3,0.0,0.0,0.0,0.676,0.202,0.0,0.391,0.032,0.0,52881925.28639829,,,0,,2026-01-12,5.52,-69.02,192
GDYN,ia,4.2,Tendance baissière (pas un setup),5.6,41.2,0.013,-4.44,-2.44,2.19,14374703.0,30.2,36.3,16.0,0.13,0.0,0.0,0.762,0.905,0.063,0.0,0.027,0.048,0.0,458688917.3552828,,,0,,2026-01-05,9.37,-40.23,199
SOLS,gestion_thermique,4.2,Tendance baissière (pas un setup),60.67,36.2,-0.574,0.98,-0.59,-30.22,300717812.0,33.1,38.1,98.0,0.0,0.0,0.0,0.664,0.159,0.0,0.0,0.416,0.048,0.0,9608366396.3714,Reg FD,3.0,5,,2026-05-29,84.23,-27.97,55
ASPI,production_energie,4.1,Tendance baissière (pas un setup),4.08,32.9,-0.11,-4.23,-10.92,-43.96,24120203.0,52.2,57.7,98.0,0.5,0.0,0.0,0.0,0.414,0.251,0.0,0.399,0.032,0.0,498577654.92283535,Reg FD,2.0,6,,2026-05-14,6.09,-33.0,70
EOSE,equipement_electrique|new_tech,4.0,Tendance baissière (pas un setup),3.98,30.9,-0.006,-6.13,-8.92,-45.78,120541666.0,60.2,62.6,64.0,0.43,0.0,0.0,0.0,0.614,0.217,0.0,0.371,0.016,0.0,1313832271.019328,Événement,0.0,6,,2026-01-12,16.13,-75.33,192
PRCT,robotique,3.8,Tendance baissière (pas un setup),17.7,30.1,-0.106,-4.43,-7.57,-15.95,32724740.0,40.5,40.7,87.0,0.35,0.0,0.0,0.515,0.393,0.345,0.0,0.039,0.008,0.0,989249460.9518052,,,0,,2026-05-21,28.93,-38.82,63
AEYE,ia,3.0,Tendance baissière (pas un setup),6.07,38.5,-0.057,-4.26,-12.28,-0.16,1074796.0,28.4,34.8,67.0,0.0,0.0,0.0,0.845,0.454,0.0,0.0,0.0,0.032,0.0,73148945.06329298,Vote actionnaires,30.0,1,,2026-05-29,7.68,-20.96,55
NAUT,robotique,2.9,Tendance baissière (pas un setup),1.7,36.4,0.013,0.0,-2.3,-26.41,2388325.0,46.2,50.3,63.0,0.0,0.0,0.0,0.0,0.624,0.0,0.0,0.331,0.032,0.0,221752602.5809592,,,0,,2026-07-03,1.73,-1.73,20
PNR,gestion_thermique,2.8,Tendance baissière (pas un setup),63.02,31.1,-1.419,2.5,-2.04,-14.87,235042157.0,19.2,26.1,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.037,0.032,0.0,10034088065.349049,Résultats,9.0,1,,2026-01-20,103.75,-39.26,184
GFUZ,new_tech,2.6,Tendance baissière (pas un setup),8.24,42.1,-0.168,-10.34,-25.09,-19.84,9347283.0,44.5,50.5,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.023,0.016,0.0,541651601.4793396,Vote actionnaires,17.0,3,,2026-07-14,11.0,-25.09,9
ISRG,robotique,2.4,Tendance baissière (pas un setup),340.69,30.8,-6.672,-2.68,-12.41,-15.45,1426565190.0,24.3,24.3,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008,0.0,118306987866.52216,Résultats,7.0,1,,2026-01-05,566.38,-39.85,199
BYRN,defense,2.3,Tendance baissière (pas un setup),3.54,31.7,-0.174,4.12,-0.84,-36.79,5327494.0,51.4,56.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.056,0.0,76363143.15642071,Résultats,14.0,2,,2026-07-03,6.97,-49.21,20
STXS,robotique,2.3,Tendance baissière (pas un setup),1.49,33.7,-0.023,1.36,-8.02,-20.32,2092592.0,29.0,35.7,82.0,0.0,0.0,0.0,0.794,0.11,0.0,0.0,0.023,0.016,0.0,142966979.334208,Événement,7.0,2,,2026-01-20,2.64,-43.56,184
VWAV,defense,1.9,Tendance baissière (pas un setup),3.5,36.6,-0.028,-4.63,-16.07,-19.63,4669392.0,48.5,49.7,22.0,0.0,0.0,0.0,0.016,0.867,0.0,0.0,0.044,0.008,0.0,88817018.34568548,Contrat,2.0,4,,2026-07-03,4.14,-15.46,20
